"id";"nsid";"takenUnix";"poiID";"poiTheme";"poiFreq";"rideDuration";"seqID"
7323146024;"22309110@N03";1338534790;25;"Family";4696;2100;1207
7323146240;"22309110@N03";1338534809;25;"Family";4696;2100;1207
7323146500;"22309110@N03";1338534872;25;"Family";4696;2100;1207
7323147158;"22309110@N03";1338534898;25;"Family";4696;2100;1207
7323147514;"22309110@N03";1338534905;25;"Family";4696;2100;1207
7323147970;"22309110@N03";1338534919;25;"Family";4696;2100;1207
7323149404;"22309110@N03";1338534939;25;"Family";4696;2100;1207
7323148590;"22309110@N03";1338534939;25;"Family";4696;2100;1207
7323149644;"22309110@N03";1338534948;25;"Family";4696;2100;1207
7323150080;"22309110@N03";1338534975;25;"Family";4696;2100;1207
7323150726;"22309110@N03";1338534977;25;"Family";4696;2100;1207
7323151040;"22309110@N03";1338535004;25;"Family";4696;2100;1207
7323151408;"22309110@N03";1338535015;25;"Family";4696;2100;1207
7323151826;"22309110@N03";1338535037;25;"Family";4696;2100;1207
7323152164;"22309110@N03";1338535040;25;"Family";4696;2100;1207
7323152586;"22309110@N03";1338535044;25;"Family";4696;2100;1207
7323152844;"22309110@N03";1338535068;25;"Family";4696;2100;1207
7323153178;"22309110@N03";1338535089;25;"Family";4696;2100;1207
7323153512;"22309110@N03";1338535108;25;"Family";4696;2100;1207
7323153976;"22309110@N03";1338535464;6;"Kiddie";3509;120;1207
7323154528;"22309110@N03";1338535844;3;"Roller Coaster";750;90;1207
7323154814;"22309110@N03";1338535858;3;"Roller Coaster";750;90;1207
7323155262;"22309110@N03";1338535871;3;"Roller Coaster";750;90;1207
7323155742;"22309110@N03";1338535883;3;"Roller Coaster";750;90;1207
7323156006;"22309110@N03";1338535886;3;"Roller Coaster";750;90;1207
7323156418;"22309110@N03";1338535901;3;"Roller Coaster";750;90;1207
7323156672;"22309110@N03";1338535922;3;"Roller Coaster";750;90;1207
7323156876;"22309110@N03";1338535923;3;"Roller Coaster";750;90;1207
7323157480;"22309110@N03";1338535939;3;"Roller Coaster";750;90;1207
7323157976;"22309110@N03";1338535997;3;"Roller Coaster";750;90;1207
7323158482;"22309110@N03";1338536019;3;"Roller Coaster";750;90;1207
7323158782;"22309110@N03";1338536042;3;"Roller Coaster";750;90;1207
7323159244;"22309110@N03";1338536063;3;"Roller Coaster";750;90;1207
7323159650;"22309110@N03";1338536100;3;"Roller Coaster";750;90;1207
7323159856;"22309110@N03";1338536107;3;"Roller Coaster";750;90;1207
7323160240;"22309110@N03";1338536117;3;"Roller Coaster";750;90;1207
7323160716;"22309110@N03";1338536137;3;"Roller Coaster";750;90;1207
7323161634;"22309110@N03";1338536147;3;"Roller Coaster";750;90;1207
7323162002;"22309110@N03";1338536156;3;"Roller Coaster";750;90;1207
7323162270;"22309110@N03";1338536160;3;"Roller Coaster";750;90;1207
7323162734;"22309110@N03";1338536165;3;"Roller Coaster";750;90;1207
7323162994;"22309110@N03";1338536167;3;"Roller Coaster";750;90;1207
7323163260;"22309110@N03";1338536172;3;"Roller Coaster";750;90;1207
7323163824;"22309110@N03";1338536181;3;"Roller Coaster";750;90;1207
7323164162;"22309110@N03";1338536192;3;"Roller Coaster";750;90;1207
7323164598;"22309110@N03";1338536204;3;"Roller Coaster";750;90;1207
7323164958;"22309110@N03";1338536206;3;"Roller Coaster";750;90;1207
7323165538;"22309110@N03";1338536222;3;"Roller Coaster";750;90;1207
7323165802;"22309110@N03";1338536224;3;"Roller Coaster";750;90;1207
7323166672;"22309110@N03";1338536235;3;"Roller Coaster";750;90;1207
7323166970;"22309110@N03";1338536236;3;"Roller Coaster";750;90;1207
7323167390;"22309110@N03";1338536248;3;"Roller Coaster";750;90;1207
7323168108;"22309110@N03";1338536251;3;"Roller Coaster";750;90;1207
7323168410;"22309110@N03";1338536343;3;"Roller Coaster";750;90;1207
7323168656;"22309110@N03";1338536358;3;"Roller Coaster";750;90;1207
7323169222;"22309110@N03";1338536361;3;"Roller Coaster";750;90;1207
7323169846;"22309110@N03";1338536369;3;"Roller Coaster";750;90;1207
7323170102;"22309110@N03";1338536401;3;"Roller Coaster";750;90;1207
7323170674;"22309110@N03";1338536405;3;"Roller Coaster";750;90;1207
7323171442;"22309110@N03";1338536433;3;"Roller Coaster";750;90;1207
7323171686;"22309110@N03";1338536450;3;"Roller Coaster";750;90;1207
7323171958;"22309110@N03";1338536456;3;"Roller Coaster";750;90;1207
7323172404;"22309110@N03";1338536461;3;"Roller Coaster";750;90;1207
7323172746;"22309110@N03";1338536477;3;"Roller Coaster";750;90;1207
7323173308;"22309110@N03";1338536491;3;"Roller Coaster";750;90;1207
7323173682;"22309110@N03";1338536495;3;"Roller Coaster";750;90;1207
7323173988;"22309110@N03";1338536500;3;"Roller Coaster";750;90;1207
7323174284;"22309110@N03";1338536512;3;"Roller Coaster";750;90;1207
7323174562;"22309110@N03";1338536539;3;"Roller Coaster";750;90;1207
7323174852;"22309110@N03";1338536590;3;"Roller Coaster";750;90;1207
7175782705;"22309110@N03";1338541033;22;"Family";1530;1020;1207
7361013450;"22309110@N03";1338541118;22;"Family";1530;1020;1207
7175790733;"22309110@N03";1338541128;22;"Family";1530;1020;1207
7175793845;"22309110@N03";1338541164;22;"Family";1530;1020;1207
7361025076;"22309110@N03";1338541188;22;"Family";1530;1020;1207
7361029410;"22309110@N03";1338541209;22;"Family";1530;1020;1207
7361035228;"22309110@N03";1338541229;22;"Family";1530;1020;1207
7361041258;"22309110@N03";1338541230;22;"Family";1530;1020;1207
7361045890;"22309110@N03";1338541310;22;"Family";1530;1020;1207
7361049970;"22309110@N03";1338541482;13;"Ride";4480;300;1207
7361052848;"22309110@N03";1338541503;13;"Ride";4480;300;1207
7175827513;"22309110@N03";1338541518;13;"Ride";4480;300;1207
7361057186;"22309110@N03";1338541520;13;"Ride";4480;300;1207
7175833747;"22309110@N03";1338541544;13;"Ride";4480;300;1207
7175836607;"22309110@N03";1338541556;13;"Ride";4480;300;1207
7175841901;"22309110@N03";1338541603;13;"Ride";4480;300;1207
7175845755;"22309110@N03";1338541608;13;"Ride";4480;300;1207
7361076202;"22309110@N03";1338541754;13;"Ride";4480;300;1207
7361080534;"22309110@N03";1338541819;13;"Ride";4480;300;1207
7175857547;"22309110@N03";1338541836;13;"Ride";4480;300;1207
7175859343;"22309110@N03";1338541849;13;"Ride";4480;300;1207
7361088328;"22309110@N03";1338541879;13;"Ride";4480;300;1207
7361091606;"22309110@N03";1338541882;13;"Ride";4480;300;1207
7361096202;"22309110@N03";1338541895;13;"Ride";4480;300;1207
7361103346;"22309110@N03";1338541943;13;"Ride";4480;300;1207
7361106796;"22309110@N03";1338541949;13;"Ride";4480;300;1207
7175883879;"22309110@N03";1338541981;13;"Ride";4480;300;1207
7175892813;"22309110@N03";1338541984;13;"Ride";4480;300;1207
7361123358;"22309110@N03";1338542021;13;"Ride";4480;300;1207
7175900401;"22309110@N03";1338542078;13;"Ride";4480;300;1207
7175904095;"22309110@N03";1338542095;13;"Ride";4480;300;1207
7361138368;"22309110@N03";1338542143;13;"Ride";4480;300;1207
7175919075;"22309110@N03";1338542185;13;"Ride";4480;300;1207
7175922735;"22309110@N03";1338542288;13;"Ride";4480;300;1207
7175929445;"22309110@N03";1338542319;13;"Ride";4480;300;1207
7361159968;"22309110@N03";1338542327;13;"Ride";4480;300;1207
7175937657;"22309110@N03";1338542387;13;"Ride";4480;300;1207
7175941733;"22309110@N03";1338542393;13;"Ride";4480;300;1207
7175947115;"22309110@N03";1338542445;13;"Ride";4480;300;1207
7361177536;"22309110@N03";1338542458;13;"Ride";4480;300;1207
7175956673;"22309110@N03";1338542496;13;"Ride";4480;300;1207
7361187232;"22309110@N03";1338542515;13;"Ride";4480;300;1207
7175964769;"22309110@N03";1338542555;13;"Ride";4480;300;1207
7175970027;"22309110@N03";1338542601;13;"Ride";4480;300;1207
7361199946;"22309110@N03";1338542604;13;"Ride";4480;300;1207
7175978235;"22309110@N03";1338542628;13;"Ride";4480;300;1207
7175983703;"22309110@N03";1338542643;13;"Ride";4480;300;1207
7175989263;"22309110@N03";1338542694;13;"Ride";4480;300;1207
7361219532;"22309110@N03";1338542732;13;"Ride";4480;300;1207
7177478279;"22309110@N03";1338542803;13;"Ride";4480;300;1207
7362713436;"22309110@N03";1338542806;13;"Ride";4480;300;1207
7177497305;"22309110@N03";1338542827;13;"Ride";4480;300;1207
7362729414;"22309110@N03";1338542846;13;"Ride";4480;300;1207
7177518097;"22309110@N03";1338543379;13;"Ride";4480;300;1207
7362749894;"22309110@N03";1338543405;13;"Ride";4480;300;1207
7362753920;"22309110@N03";1338543419;13;"Ride";4480;300;1207
7362759536;"22309110@N03";1338543430;13;"Ride";4480;300;1207
7177541403;"22309110@N03";1338543485;13;"Ride";4480;300;1207
7362771684;"22309110@N03";1338543521;13;"Ride";4480;300;1207
7177553311;"22309110@N03";1338543539;13;"Ride";4480;300;1207
7362782062;"22309110@N03";1338543553;13;"Ride";4480;300;1207
7177568833;"22309110@N03";1338543598;13;"Ride";4480;300;1207
7362800156;"22309110@N03";1338543599;13;"Ride";4480;300;1207
7177587757;"22309110@N03";1338545288;13;"Ride";4480;300;1207
7177594143;"22309110@N03";1338545297;13;"Ride";4480;300;1207
7362826438;"22309110@N03";1338545420;13;"Ride";4480;300;1207
7362832452;"22309110@N03";1338545421;13;"Ride";4480;300;1207
7177615575;"22309110@N03";1338545422;13;"Ride";4480;300;1207
7177619507;"22309110@N03";1338545434;13;"Ride";4480;300;1207
7362848684;"22309110@N03";1338545435;13;"Ride";4480;300;1207
7177628333;"22309110@N03";1338545437;13;"Ride";4480;300;1207
7362859046;"22309110@N03";1338545490;13;"Ride";4480;300;1207
7181508687;"22309110@N03";1339048561;16;"Ride";7664;420;1208
7366742464;"22309110@N03";1339048575;16;"Ride";7664;420;1208
7181521161;"22309110@N03";1339048590;16;"Ride";7664;420;1208
7366758770;"22309110@N03";1339048649;16;"Ride";7664;420;1208
7366765988;"22309110@N03";1339048821;16;"Ride";7664;420;1208
7181546957;"22309110@N03";1339048863;16;"Ride";7664;420;1208
7366781496;"22309110@N03";1339048877;16;"Ride";7664;420;1208
7366787564;"22309110@N03";1339048911;16;"Ride";7664;420;1208
7181567709;"22309110@N03";1339048943;16;"Ride";7664;420;1208
7366801376;"22309110@N03";1339049055;16;"Ride";7664;420;1208
7181579883;"22309110@N03";1339049059;16;"Ride";7664;420;1208
7366811662;"22309110@N03";1339049095;16;"Ride";7664;420;1208
7366817134;"22309110@N03";1339049114;16;"Ride";7664;420;1208
7181596941;"22309110@N03";1339049135;16;"Ride";7664;420;1208
7366828130;"22309110@N03";1339049336;16;"Ride";7664;420;1208
7181607269;"22309110@N03";1339049338;16;"Ride";7664;420;1208
7181613177;"22309110@N03";1339049342;16;"Ride";7664;420;1208
7181618691;"22309110@N03";1339049344;16;"Ride";7664;420;1208
7181623329;"22309110@N03";1339049505;16;"Ride";7664;420;1208
7366854022;"22309110@N03";1339049513;16;"Ride";7664;420;1208
7366859290;"22309110@N03";1339049516;16;"Ride";7664;420;1208
7181638715;"22309110@N03";1339049523;16;"Ride";7664;420;1208
7182358593;"22309110@N03";1339051807;12;"Ride";4839;270;1208
7367600884;"22309110@N03";1339051811;12;"Ride";4839;270;1208
7367609376;"22309110@N03";1339051836;12;"Ride";4839;270;1208
7367617610;"22309110@N03";1339051861;12;"Ride";4839;270;1208
7182399137;"22309110@N03";1339051884;12;"Ride";4839;270;1208
7367638580;"22309110@N03";1339051899;12;"Ride";4839;270;1208
7367643678;"22309110@N03";1339051903;12;"Ride";4839;270;1208
7367648794;"22309110@N03";1339051913;12;"Ride";4839;270;1208
7182419293;"22309110@N03";1339051967;12;"Ride";4839;270;1208
7182424225;"22309110@N03";1339051998;12;"Ride";4839;270;1208
7367661590;"22309110@N03";1339052000;12;"Ride";4839;270;1208
7182433321;"22309110@N03";1339052015;12;"Ride";4839;270;1208
7367671048;"22309110@N03";1339052024;12;"Ride";4839;270;1208
7182443817;"22309110@N03";1339052040;12;"Ride";4839;270;1208
7182451261;"22309110@N03";1339052086;12;"Ride";4839;270;1208
7367690724;"22309110@N03";1339052089;12;"Ride";4839;270;1208
7367695786;"22309110@N03";1339052127;12;"Ride";4839;270;1208
7367701168;"22309110@N03";1339052152;12;"Ride";4839;270;1208
7182480081;"22309110@N03";1339052165;12;"Ride";4839;270;1208
7367719224;"22309110@N03";1339052178;12;"Ride";4839;270;1208
7182497767;"22309110@N03";1339052220;12;"Ride";4839;270;1208
7182502913;"22309110@N03";1339052237;12;"Ride";4839;270;1208
7367744034;"22309110@N03";1339052277;12;"Ride";4839;270;1208
7367748728;"22309110@N03";1339052288;12;"Ride";4839;270;1208
7182519331;"22309110@N03";1339052327;12;"Ride";4839;270;1208
7367757374;"22309110@N03";1339052357;12;"Ride";4839;270;1208
7367763106;"22309110@N03";1339052391;12;"Ride";4839;270;1208
7367768232;"22309110@N03";1339052392;12;"Ride";4839;270;1208
7367772048;"22309110@N03";1339052417;12;"Ride";4839;270;1208
7367776678;"22309110@N03";1339052441;12;"Ride";4839;270;1208
7182547111;"22309110@N03";1339052448;12;"Ride";4839;270;1208
7182550629;"22309110@N03";1339052472;12;"Ride";4839;270;1208
7182553493;"22309110@N03";1339052477;12;"Ride";4839;270;1208
7367791246;"22309110@N03";1339052572;12;"Ride";4839;270;1208
7367795342;"22309110@N03";1339052587;12;"Ride";4839;270;1208
7182566675;"22309110@N03";1339052616;12;"Ride";4839;270;1208
7367804546;"22309110@N03";1339052668;12;"Ride";4839;270;1208
7182577661;"22309110@N03";1339052673;12;"Ride";4839;270;1208
7182582681;"22309110@N03";1339052681;12;"Ride";4839;270;1208
7367820278;"22309110@N03";1339052686;12;"Ride";4839;270;1208
7430450802;"22309110@N03";1340262653;24;"Family";6570;1500;1209
7430457822;"22309110@N03";1340262676;24;"Family";6570;1500;1209
7430463740;"22309110@N03";1340262678;24;"Family";6570;1500;1209
7430468016;"22309110@N03";1340262679;24;"Family";6570;1500;1209
7430472036;"22309110@N03";1340262685;24;"Family";6570;1500;1209
7430477986;"22309110@N03";1340262694;24;"Family";6570;1500;1209
7430483548;"22309110@N03";1340262707;24;"Family";6570;1500;1209
7430489698;"22309110@N03";1340262719;24;"Family";6570;1500;1209
7430495652;"22309110@N03";1340262725;24;"Family";6570;1500;1209
7430499268;"22309110@N03";1340262776;24;"Family";6570;1500;1209
7430502562;"22309110@N03";1340262783;24;"Family";6570;1500;1209
7430507342;"22309110@N03";1340262789;24;"Family";6570;1500;1209
7430511410;"22309110@N03";1340262795;24;"Family";6570;1500;1209
7430517738;"22309110@N03";1340262834;24;"Family";6570;1500;1209
7430525098;"22309110@N03";1340262866;24;"Family";6570;1500;1209
7430532848;"22309110@N03";1340262932;24;"Family";6570;1500;1209
7430537808;"22309110@N03";1340262941;24;"Family";6570;1500;1209
7430543392;"22309110@N03";1340262954;24;"Family";6570;1500;1209
7430549008;"22309110@N03";1340262995;24;"Family";6570;1500;1209
7430558820;"22309110@N03";1340263043;24;"Family";6570;1500;1209
7430564024;"22309110@N03";1340263046;24;"Family";6570;1500;1209
7430569902;"22309110@N03";1340263051;24;"Family";6570;1500;1209
7430574568;"22309110@N03";1340263059;24;"Family";6570;1500;1209
7430580568;"22309110@N03";1340263071;24;"Family";6570;1500;1209
7430586000;"22309110@N03";1340263084;24;"Family";6570;1500;1209
7430591790;"22309110@N03";1340263113;24;"Family";6570;1500;1209
7430594960;"22309110@N03";1340263149;24;"Family";6570;1500;1209
7430599604;"22309110@N03";1340263156;24;"Family";6570;1500;1209
7430604728;"22309110@N03";1340263161;24;"Family";6570;1500;1209
7430608916;"22309110@N03";1340263163;24;"Family";6570;1500;1209
7430619716;"22309110@N03";1340263180;24;"Family";6570;1500;1209
7430626688;"22309110@N03";1340263190;24;"Family";6570;1500;1209
7430630880;"22309110@N03";1340263235;24;"Family";6570;1500;1209
7430635120;"22309110@N03";1340263261;24;"Family";6570;1500;1209
7430641166;"22309110@N03";1340263262;24;"Family";6570;1500;1209
7430645052;"22309110@N03";1340263274;24;"Family";6570;1500;1209
7430648958;"22309110@N03";1340263280;24;"Family";6570;1500;1209
7430653022;"22309110@N03";1340263298;24;"Family";6570;1500;1209
7436018604;"22309110@N03";1340269675;13;"Ride";4480;300;1209
7436034336;"22309110@N03";1340269685;13;"Ride";4480;300;1209
7436043116;"22309110@N03";1340269730;13;"Ride";4480;300;1209
7436051594;"22309110@N03";1340269753;13;"Ride";4480;300;1209
7436066288;"22309110@N03";1340269809;13;"Ride";4480;300;1209
7436089944;"22309110@N03";1340269815;13;"Ride";4480;300;1209
7436101720;"22309110@N03";1340269847;13;"Ride";4480;300;1209
7436111782;"22309110@N03";1340269864;13;"Ride";4480;300;1209
7436129942;"22309110@N03";1340269910;13;"Ride";4480;300;1209
7436147376;"22309110@N03";1340269945;13;"Ride";4480;300;1209
7436161432;"22309110@N03";1340269988;13;"Ride";4480;300;1209
7436174608;"22309110@N03";1340270069;13;"Ride";4480;300;1209
7436187702;"22309110@N03";1340270109;13;"Ride";4480;300;1209
7436204248;"22309110@N03";1340270165;13;"Ride";4480;300;1209
7436216616;"22309110@N03";1340270174;13;"Ride";4480;300;1209
7436228034;"22309110@N03";1340270194;13;"Ride";4480;300;1209
7436240122;"22309110@N03";1340270226;13;"Ride";4480;300;1209
7436253740;"22309110@N03";1340270229;13;"Ride";4480;300;1209
7436267712;"22309110@N03";1340270233;13;"Ride";4480;300;1209
7436283584;"22309110@N03";1340270302;13;"Ride";4480;300;1209
7436301680;"22309110@N03";1340270306;13;"Ride";4480;300;1209
7436318492;"22309110@N03";1340270341;13;"Ride";4480;300;1209
7436333020;"22309110@N03";1340270365;13;"Ride";4480;300;1209
7436345536;"22309110@N03";1340270366;13;"Ride";4480;300;1209
7436361396;"22309110@N03";1340270387;13;"Ride";4480;300;1209
7436377190;"22309110@N03";1340270430;13;"Ride";4480;300;1209
7436391344;"22309110@N03";1340270459;13;"Ride";4480;300;1209
7436407750;"22309110@N03";1340270480;13;"Ride";4480;300;1209
7436420470;"22309110@N03";1340270491;13;"Ride";4480;300;1209
7436434726;"22309110@N03";1340270495;13;"Ride";4480;300;1209
7436448462;"22309110@N03";1340270528;13;"Ride";4480;300;1209
7436456510;"22309110@N03";1340270604;13;"Ride";4480;300;1209
7436466790;"22309110@N03";1340270655;13;"Ride";4480;300;1209
7436478520;"22309110@N03";1340270853;13;"Ride";4480;300;1209
7438089470;"22309110@N03";1340271003;13;"Ride";4480;300;1209
7438097124;"22309110@N03";1340271007;13;"Ride";4480;300;1209
7438105072;"22309110@N03";1340271121;13;"Ride";4480;300;1209
7438111624;"22309110@N03";1340271136;13;"Ride";4480;300;1209
7438117074;"22309110@N03";1340272890;13;"Ride";4480;300;1209
7438126524;"22309110@N03";1340273024;13;"Ride";4480;300;1209
7438137240;"22309110@N03";1340273036;13;"Ride";4480;300;1209
7438144724;"22309110@N03";1340273229;13;"Ride";4480;300;1209
7438154376;"22309110@N03";1340273256;13;"Ride";4480;300;1209
7438169926;"22309110@N03";1340273284;13;"Ride";4480;300;1209
7438181570;"22309110@N03";1340273288;13;"Ride";4480;300;1209
7438191774;"22309110@N03";1340273296;13;"Ride";4480;300;1209
7438206112;"22309110@N03";1340273326;13;"Ride";4480;300;1209
7438215526;"22309110@N03";1340273359;13;"Ride";4480;300;1209
7438227490;"22309110@N03";1340273408;13;"Ride";4480;300;1209
7438238562;"22309110@N03";1340273410;13;"Ride";4480;300;1209
7438249612;"22309110@N03";1340273453;13;"Ride";4480;300;1209
7438259272;"22309110@N03";1340273488;13;"Ride";4480;300;1209
7438266320;"22309110@N03";1340273504;13;"Ride";4480;300;1209
7438273078;"22309110@N03";1340273512;13;"Ride";4480;300;1209
7438280458;"22309110@N03";1340273515;13;"Ride";4480;300;1209
7438286898;"22309110@N03";1340273546;13;"Ride";4480;300;1209
7438301458;"22309110@N03";1340273561;13;"Ride";4480;300;1209
7438313856;"22309110@N03";1340273583;13;"Ride";4480;300;1209
7438325516;"22309110@N03";1340273605;13;"Ride";4480;300;1209
7438333224;"22309110@N03";1340273606;13;"Ride";4480;300;1209
7438341738;"22309110@N03";1340273666;13;"Ride";4480;300;1209
7438352892;"22309110@N03";1340273691;13;"Ride";4480;300;1209
7438364226;"22309110@N03";1340273729;13;"Ride";4480;300;1209
7438374164;"22309110@N03";1340273751;13;"Ride";4480;300;1209
7438384154;"22309110@N03";1340273805;13;"Ride";4480;300;1209
7438402208;"22309110@N03";1340273815;13;"Ride";4480;300;1209
7438409894;"22309110@N03";1340273833;13;"Ride";4480;300;1209
7438416172;"22309110@N03";1340273871;13;"Ride";4480;300;1209
7438426400;"22309110@N03";1340273878;13;"Ride";4480;300;1209
7438437700;"22309110@N03";1340273880;13;"Ride";4480;300;1209
7438445378;"22309110@N03";1340274083;13;"Ride";4480;300;1209
7438455090;"22309110@N03";1340274093;13;"Ride";4480;300;1209
7438465572;"22309110@N03";1340274116;13;"Ride";4480;300;1209
7438622964;"22309110@N03";1340274118;13;"Ride";4480;300;1209
7438632646;"22309110@N03";1340274136;13;"Ride";4480;300;1209
7438644222;"22309110@N03";1340274144;13;"Ride";4480;300;1209
7438653130;"22309110@N03";1340274157;13;"Ride";4480;300;1209
7438669408;"22309110@N03";1340274184;13;"Ride";4480;300;1209
7438679046;"22309110@N03";1340274190;13;"Ride";4480;300;1209
7438688210;"22309110@N03";1340274200;13;"Ride";4480;300;1209
7438701406;"22309110@N03";1340274218;13;"Ride";4480;300;1209
7441891004;"22309110@N03";1340276452;13;"Ride";4480;300;1209
7441901630;"22309110@N03";1340276524;13;"Ride";4480;300;1209
7441916734;"22309110@N03";1340276541;13;"Ride";4480;300;1209
7441932018;"22309110@N03";1340276651;13;"Ride";4480;300;1209
7441942466;"22309110@N03";1340276732;13;"Ride";4480;300;1209
7441954552;"22309110@N03";1340276877;13;"Ride";4480;300;1209
7441970096;"22309110@N03";1340276912;13;"Ride";4480;300;1209
7441981030;"22309110@N03";1340276916;13;"Ride";4480;300;1209
7442002544;"22309110@N03";1340276980;13;"Ride";4480;300;1209
7442025774;"22309110@N03";1340277073;13;"Ride";4480;300;1209
7442043264;"22309110@N03";1340277100;13;"Ride";4480;300;1209
7442065588;"22309110@N03";1340277170;13;"Ride";4480;300;1209
7442080886;"22309110@N03";1340277270;13;"Ride";4480;300;1209
7442099718;"22309110@N03";1340277273;13;"Ride";4480;300;1209
7442113496;"22309110@N03";1340277321;13;"Ride";4480;300;1209
7442130044;"22309110@N03";1340277333;13;"Ride";4480;300;1209
7442148754;"22309110@N03";1340277411;13;"Ride";4480;300;1209
7442166768;"22309110@N03";1340277442;13;"Ride";4480;300;1209
7442186714;"22309110@N03";1340277465;13;"Ride";4480;300;1209
7442205656;"22309110@N03";1340277523;13;"Ride";4480;300;1209
7442220088;"22309110@N03";1340277577;13;"Ride";4480;300;1209
7442231596;"22309110@N03";1340277610;13;"Ride";4480;300;1209
7442261458;"22309110@N03";1340277616;13;"Ride";4480;300;1209
7442281398;"22309110@N03";1340277686;13;"Ride";4480;300;1209
7442312170;"22309110@N03";1340277703;13;"Ride";4480;300;1209
7442338832;"22309110@N03";1340277730;13;"Ride";4480;300;1209
7442359892;"22309110@N03";1340277739;13;"Ride";4480;300;1209
7442374230;"22309110@N03";1340277746;13;"Ride";4480;300;1209
7442395468;"22309110@N03";1340277785;13;"Ride";4480;300;1209
7442420094;"22309110@N03";1340277793;13;"Ride";4480;300;1209
7442443856;"22309110@N03";1340277837;13;"Ride";4480;300;1209
7442464436;"22309110@N03";1340277843;13;"Ride";4480;300;1209
7450105744;"22309110@N03";1340321881;24;"Family";6570;1500;1210
7450120944;"22309110@N03";1340321918;24;"Family";6570;1500;1210
7450140876;"22309110@N03";1340322170;24;"Family";6570;1500;1210
7450162894;"22309110@N03";1340322208;24;"Family";6570;1500;1210
7450178260;"22309110@N03";1340322348;24;"Family";6570;1500;1210
7450199638;"22309110@N03";1340323351;24;"Family";6570;1500;1210
7450210794;"22309110@N03";1340323366;24;"Family";6570;1500;1210
7450221252;"22309110@N03";1340323380;24;"Family";6570;1500;1210
7450243648;"22309110@N03";1340323403;24;"Family";6570;1500;1210
7450254956;"22309110@N03";1340323408;24;"Family";6570;1500;1210
7450266314;"22309110@N03";1340323410;24;"Family";6570;1500;1210
7450273032;"22309110@N03";1340323444;24;"Family";6570;1500;1210
7450282768;"22309110@N03";1340323458;24;"Family";6570;1500;1210
7450289576;"22309110@N03";1340323489;24;"Family";6570;1500;1210
7450296868;"22309110@N03";1340323497;24;"Family";6570;1500;1210
7450316246;"22309110@N03";1340323506;24;"Family";6570;1500;1210
7450328730;"22309110@N03";1340323550;24;"Family";6570;1500;1210
7450339990;"22309110@N03";1340323557;24;"Family";6570;1500;1210
7450351942;"22309110@N03";1340323566;24;"Family";6570;1500;1210
7450365006;"22309110@N03";1340323577;24;"Family";6570;1500;1210
7450375540;"22309110@N03";1340323579;24;"Family";6570;1500;1210
7450385780;"22309110@N03";1340323580;24;"Family";6570;1500;1210
7450398200;"22309110@N03";1340323584;24;"Family";6570;1500;1210
7450411908;"22309110@N03";1340323616;24;"Family";6570;1500;1210
7450420848;"22309110@N03";1340323625;24;"Family";6570;1500;1210
7450429202;"22309110@N03";1340323640;24;"Family";6570;1500;1210
7450441176;"22309110@N03";1340323665;24;"Family";6570;1500;1210
7450451952;"22309110@N03";1340323673;24;"Family";6570;1500;1210
7450462860;"22309110@N03";1340323692;24;"Family";6570;1500;1210
7450474292;"22309110@N03";1340323693;24;"Family";6570;1500;1210
7450485936;"22309110@N03";1340323722;24;"Family";6570;1500;1210
7450497154;"22309110@N03";1340323735;24;"Family";6570;1500;1210
7450509224;"22309110@N03";1340323736;24;"Family";6570;1500;1210
7450525690;"22309110@N03";1340323767;24;"Family";6570;1500;1210
7450538714;"22309110@N03";1340323769;24;"Family";6570;1500;1210
7450554814;"22309110@N03";1340323770;24;"Family";6570;1500;1210
7450563882;"22309110@N03";1340323793;24;"Family";6570;1500;1210
7450573798;"22309110@N03";1340323806;24;"Family";6570;1500;1210
7450583124;"22309110@N03";1340323820;24;"Family";6570;1500;1210
7450594296;"22309110@N03";1340323823;24;"Family";6570;1500;1210
7450603062;"22309110@N03";1340323832;24;"Family";6570;1500;1210
7450612244;"22309110@N03";1340323841;24;"Family";6570;1500;1210
7450620530;"22309110@N03";1340323855;24;"Family";6570;1500;1210
7450634282;"22309110@N03";1340323876;24;"Family";6570;1500;1210
7450640776;"22309110@N03";1340323878;24;"Family";6570;1500;1210
7450653240;"22309110@N03";1340323893;24;"Family";6570;1500;1210
7450664380;"22309110@N03";1340323942;24;"Family";6570;1500;1210
7450671938;"22309110@N03";1340323963;24;"Family";6570;1500;1210
7450680880;"22309110@N03";1340323975;24;"Family";6570;1500;1210
7450690392;"22309110@N03";1340323981;24;"Family";6570;1500;1210
7450699186;"22309110@N03";1340323996;24;"Family";6570;1500;1210
7450707528;"22309110@N03";1340324087;24;"Family";6570;1500;1210
7450715968;"22309110@N03";1340324090;24;"Family";6570;1500;1210
7450726466;"22309110@N03";1340324108;24;"Family";6570;1500;1210
7450735742;"22309110@N03";1340324188;24;"Family";6570;1500;1210
7450746626;"22309110@N03";1340324190;24;"Family";6570;1500;1210
7453132242;"22309110@N03";1340325026;16;"Ride";7664;420;1210
7453142112;"22309110@N03";1340325087;16;"Ride";7664;420;1210
7453149686;"22309110@N03";1340325192;16;"Ride";7664;420;1210
7453155928;"22309110@N03";1340325255;16;"Ride";7664;420;1210
7453160688;"22309110@N03";1340325280;16;"Ride";7664;420;1210
7453166112;"22309110@N03";1340325295;16;"Ride";7664;420;1210
7453170302;"22309110@N03";1340325298;16;"Ride";7664;420;1210
