,USAGE_DATE,FACILITY_NAME,attendance,Year,Month,Day_of_Week,mean_attendance,std_attendance,standardized_attendance
513,2019-02-12,Tivoli Gardens,20744,2019,2,Tuesday,21688.47397260274,7258.737428623511,-0.13011546179895953
514,2019-02-13,PortAventura World,30451,2019,2,Wednesday,43366.26849315069,14932.695496471859,-0.864898671254776
515,2019-02-13,Tivoli Gardens,20358,2019,2,Wednesday,21688.47397260274,7258.737428623511,-0.1832927538274436
516,2019-02-14,PortAventura World,36569,2019,2,Thursday,43366.26849315069,14932.695496471859,-0.4551936718160948
517,2019-02-14,Tivoli Gardens,22690,2019,2,Thursday,21688.47397260274,7258.737428623511,0.13797523842754308
518,2019-02-15,PortAventura World,31839,2019,2,Friday,43366.26849315069,14932.695496471859,-0.7719482725589785
519,2019-02-15,Tivoli Gardens,20318,2019,2,Friday,21688.47397260274,7258.737428623511,-0.1888033540376492
520,2019-02-16,PortAventura World,58249,2019,2,Saturday,43366.26849315069,14932.695496471859,0.9966540542104838
521,2019-02-16,Tivoli Gardens,33346,2019,2,Saturday,21688.47397260274,7258.737428623511,1.6059991344263158
522,2019-02-17,PortAventura World,53777,2019,2,Sunday,43366.26849315069,14932.695496471859,0.6971769771444848
523,2019-02-17,Tivoli Gardens,35937,2019,2,Sunday,21688.47397260274,7258.737428623511,1.9629482630423838
524,2019-02-18,PortAventura World,40835,2019,2,Monday,43366.26849315069,14932.695496471859,-0.16951182683318963
525,2019-02-18,Tivoli Gardens,24419,2019,2,Monday,21688.47397260274,7258.737428623511,0.3761709325136803
526,2019-02-19,PortAventura World,39152,2019,2,Tuesday,43366.26849315069,14932.695496471859,-0.28221753360914587
527,2019-02-19,Tivoli Gardens,24265,2019,2,Tuesday,21688.47397260274,7258.737428623511,0.3549551217043887
528,2019-02-20,PortAventura World,37296,2019,2,Wednesday,43366.26849315069,14932.695496471859,-0.40650855664905966
529,2019-02-20,Tivoli Gardens,23594,2019,2,Wednesday,21688.47397260274,7258.737428623511,0.2625148031781897
530,2019-02-21,PortAventura World,41614,2019,2,Thursday,43366.26849315069,14932.695496471859,-0.11734442007236376
531,2019-02-21,Tivoli Gardens,25873,2019,2,Thursday,21688.47397260274,7258.737428623511,0.576481250154654
532,2019-02-22,PortAventura World,38942,2019,2,Friday,43366.26849315069,14932.695496471859,-0.2962806342763775
533,2019-02-22,Tivoli Gardens,23905,2019,2,Friday,21688.47397260274,7258.737428623511,0.3053597198125383
534,2019-02-23,PortAventura World,53531,2019,2,Saturday,43366.26849315069,14932.695496471859,0.6807030592200134
535,2019-02-23,Tivoli Gardens,32161,2019,2,Saturday,21688.47397260274,7258.737428623511,1.4427476031989748
536,2019-02-24,PortAventura World,44358,2019,2,Sunday,43366.26849315069,14932.695496471859,0.06641342864612941
537,2019-02-24,Tivoli Gardens,28351,2019,2,Sunday,21688.47397260274,7258.737428623511,0.9178629331768912
538,2019-02-25,PortAventura World,39184,2019,2,Monday,43366.26849315069,14932.695496471859,-0.2800745849360439
539,2019-02-25,Tivoli Gardens,23854,2019,2,Monday,21688.47397260274,7258.737428623511,0.2983337045445261
540,2019-02-26,PortAventura World,38867,2019,2,Tuesday,43366.26849315069,14932.695496471859,-0.30130317022896025
541,2019-02-26,Tivoli Gardens,23952,2019,2,Tuesday,21688.47397260274,7258.737428623511,0.3118346750595299
542,2019-02-27,PortAventura World,39306,2019,2,Wednesday,43366.26849315069,14932.695496471859,-0.2719045931198427
543,2019-02-27,Tivoli Gardens,23866,2019,2,Wednesday,21688.47397260274,7258.737428623511,0.2999868846075878
544,2019-02-28,PortAventura World,32413,2019,2,Thursday,43366.26849315069,14932.695496471859,-0.733509130735212
545,2019-02-28,Tivoli Gardens,20833,2019,2,Thursday,21688.47397260274,7258.737428623511,-0.11785437633125205
546,2019-03-01,PortAventura World,36466,2019,3,Friday,43366.26849315069,14932.695496471859,-0.46209128785764175
547,2019-03-01,Tivoli Gardens,22033,2019,3,Friday,21688.47397260274,7258.737428623511,0.047463629974916044
548,2019-03-02,PortAventura World,51132,2019,3,Saturday,43366.26849315069,14932.695496471859,0.5200488758834008
549,2019-03-02,Tivoli Gardens,30464,2019,3,Saturday,21688.47397260274,7258.737428623511,1.2089603892810021
550,2019-03-03,PortAventura World,43795,2019,3,Sunday,43366.26849315069,14932.695496471859,0.028710925428741776
551,2019-03-03,Tivoli Gardens,27126,2019,3,Sunday,21688.47397260274,7258.737428623511,0.7491008017393445
552,2019-03-04,PortAventura World,35287,2019,3,Monday,43366.26849315069,14932.695496471859,-0.5410455530322421
553,2019-03-04,Tivoli Gardens,23137,2019,3,Monday,21688.47397260274,7258.737428623511,0.1995561957765907
554,2019-03-05,PortAventura World,37480,2019,3,Tuesday,43366.26849315069,14932.695496471859,-0.39418660177872333
555,2019-03-05,Tivoli Gardens,23046,2019,3,Tuesday,21688.47397260274,7258.737428623511,0.18701958029837296
556,2019-03-06,PortAventura World,32085,2019,3,Wednesday,43366.26849315069,14932.695496471859,-0.7554743546345071
557,2019-03-06,Tivoli Gardens,21736,2019,3,Wednesday,21688.47397260274,7258.737428623511,0.006547423414139441
558,2019-03-07,PortAventura World,41970,2019,3,Thursday,43366.26849315069,14932.695496471859,-0.09350411608410444
559,2019-03-07,Tivoli Gardens,27210,2019,3,Thursday,21688.47397260274,7258.737428623511,0.7606730621807762
560,2019-03-08,PortAventura World,49850,2019,3,Friday,43366.26849315069,14932.695496471859,0.4341969946672535
561,2019-03-08,Tivoli Gardens,32421,2019,3,Friday,21688.47397260274,7258.737428623511,1.4785665045653114
562,2019-03-09,PortAventura World,57389,2019,3,Saturday,43366.26849315069,14932.695496471859,0.9390623086208686
563,2019-03-09,Tivoli Gardens,36128,2019,3,Saturday,21688.47397260274,7258.737428623511,1.9892613790461156
564,2019-03-10,PortAventura World,40347,2019,3,Sunday,43366.26849315069,14932.695496471859,-0.20219179409799454
565,2019-03-10,Tivoli Gardens,26656,2019,3,Sunday,21688.47397260274,7258.737428623511,0.6843512492694287
566,2019-03-11,PortAventura World,30328,2019,3,Monday,43366.26849315069,14932.695496471859,-0.8731356302170117
567,2019-03-11,Tivoli Gardens,20176,2019,3,Monday,21688.47397260274,7258.737428623511,-0.2083659847838791
568,2019-03-12,PortAventura World,22442,2019,3,Tuesday,43366.26849315069,14932.695496471859,-1.4012385438445762
569,2019-03-12,Tivoli Gardens,16760,2019,3,Tuesday,21688.47397260274,7258.737428623511,-0.6789712427354376
570,2019-03-13,PortAventura World,21482,2019,3,Wednesday,43366.26849315069,14932.695496471859,-1.465527004037635
571,2019-03-13,Tivoli Gardens,16199,2019,3,Wednesday,21688.47397260274,7258.737428623511,-0.7562574106835712
572,2019-03-14,PortAventura World,19230,2019,3,Thursday,43366.26849315069,14932.695496471859,-1.6163370169071856
573,2019-03-14,Tivoli Gardens,13418,2019,3,Thursday,21688.47397260274,7258.737428623511,-1.1393818902981159
574,2019-03-15,PortAventura World,33311,2019,3,Friday,43366.26849315069,14932.695496471859,-0.6733726335962882
575,2019-03-15,Tivoli Gardens,19214,2019,3,Friday,21688.47397260274,7258.737428623511,-0.3408959198393239
576,2019-03-16,PortAventura World,68675,2019,3,Saturday,43366.26849315069,14932.695496471859,1.6948535187655165
577,2019-03-16,Tivoli Gardens,44052,2019,3,Saturday,21688.47397260274,7258.737428623511,3.080911280687846
578,2019-03-17,PortAventura World,43948,2019,3,Sunday,43366.26849315069,14932.695496471859,0.03895689877201053
579,2019-03-17,Tivoli Gardens,32486,2019,3,Sunday,21688.47397260274,7258.737428623511,1.4875212299068954
580,2019-03-18,PortAventura World,35527,2019,3,Monday,43366.26849315069,14932.695496471859,-0.5249734379839774
581,2019-03-18,Tivoli Gardens,18409,2019,3,Monday,21688.47397260274,7258.737428623511,-0.4517967490697116
582,2019-03-19,PortAventura World,33175,2019,3,Tuesday,43366.26849315069,14932.695496471859,-0.6824801654569715
583,2019-03-19,Tivoli Gardens,18162,2019,3,Tuesday,21688.47397260274,7258.737428623511,-0.4858247053677312
584,2019-03-20,PortAventura World,32131,2019,3,Wednesday,43366.26849315069,14932.695496471859,-0.752393865916923
585,2019-03-20,Tivoli Gardens,16913,2019,3,Wednesday,21688.47397260274,7258.737428623511,-0.6578931969314011
586,2019-03-21,PortAventura World,34365,2019,3,Thursday,43366.26849315069,14932.695496471859,-0.6027892616759923
587,2019-03-21,Tivoli Gardens,17800,2019,3,Thursday,21688.47397260274,7258.737428623511,-0.535695637270092
588,2019-03-22,PortAventura World,44921,2019,3,Friday,43366.26849315069,14932.695496471859,0.10411593186351703
589,2019-03-22,Tivoli Gardens,20010,2019,3,Friday,21688.47397260274,7258.737428623511,-0.23123497565623236
590,2019-03-23,PortAventura World,76916,2019,3,Saturday,43366.26849315069,14932.695496471859,2.246729769235306
591,2019-03-23,Tivoli Gardens,43208,2019,3,Saturday,21688.47397260274,7258.737428623511,2.9646376162525074
592,2019-03-24,PortAventura World,58040,2019,3,Sunday,43366.26849315069,14932.695496471859,0.9826579206892866
593,2019-03-24,Tivoli Gardens,35371,2019,3,Sunday,21688.47397260274,7258.737428623511,1.8849732700679744
594,2019-03-25,PortAventura World,38068,2019,3,Monday,43366.26849315069,14932.695496471859,-0.35480991991047484
595,2019-03-25,Tivoli Gardens,20676,2019,3,Monday,21688.47397260274,7258.737428623511,-0.13948348215630904
596,2019-03-26,PortAventura World,31067,2019,3,Tuesday,43366.26849315069,14932.695496471859,-0.8236469092975632
597,2019-03-26,Tivoli Gardens,19266,2019,3,Tuesday,21688.47397260274,7258.737428623511,-0.3337321395660566
598,2019-03-27,PortAventura World,32533,2019,3,Wednesday,43366.26849315069,14932.695496471859,-0.7254730732110797
599,2019-03-27,Tivoli Gardens,16127,2019,3,Wednesday,21688.47397260274,7258.737428623511,-0.7661764910619413
600,2019-03-28,PortAventura World,37412,2019,3,Thursday,43366.26849315069,14932.695496471859,-0.398740367709065
601,2019-03-28,Tivoli Gardens,18897,2019,3,Thursday,21688.47397260274,7258.737428623511,-0.38456742650520326
602,2019-03-29,PortAventura World,41942,2019,3,Friday,43366.26849315069,14932.695496471859,-0.09537919617306866
603,2019-03-29,Tivoli Gardens,20509,2019,3,Friday,21688.47397260274,7258.737428623511,-0.16249023803391743
604,2019-03-30,PortAventura World,77740,2019,3,Saturday,43366.26849315069,14932.695496471859,2.3019106975676813
605,2019-03-30,Tivoli Gardens,42832,2019,3,Saturday,21688.47397260274,7258.737428623511,2.9128379742765746
606,2019-03-31,PortAventura World,61826,2019,3,Sunday,43366.26849315069,14932.695496471859,1.2361955355756624
607,2019-03-31,Tivoli Gardens,37985,2019,3,Sunday,21688.47397260274,7258.737428623511,2.2450909938049106
608,2019-04-01,PortAventura World,39438,2019,4,Monday,43366.26849315069,14932.695496471859,-0.2630649298432971
609,2019-04-01,Tivoli Gardens,19046,2019,4,Monday,21688.47397260274,7258.737428623511,-0.3640404407221874
610,2019-04-02,PortAventura World,25884,2019,4,Tuesday,43366.26849315069,14932.695496471859,-1.1707376271940466
611,2019-04-02,Tivoli Gardens,14682,2019,4,Tuesday,21688.47397260274,7258.737428623511,-0.9652469236556187
612,2019-04-03,PortAventura World,28436,2019,4,Wednesday,43366.26849315069,14932.695496471859,-0.9998374705141652
613,2019-04-03,Tivoli Gardens,15617,2019,4,Wednesday,21688.47397260274,7258.737428623511,-0.8364366437420627
614,2019-04-04,PortAventura World,35058,2019,4,Thursday,43366.26849315069,14932.695496471859,-0.556381029474128
615,2019-04-04,Tivoli Gardens,17249,2019,4,Thursday,21688.47397260274,7258.737428623511,-0.6116041551656741
616,2019-04-05,PortAventura World,37280,2019,4,Friday,43366.26849315069,14932.695496471859,-0.40758003098561063
617,2019-04-05,Tivoli Gardens,18304,2019,4,Friday,21688.47397260274,7258.737428623511,-0.4662620746215013
618,2019-04-06,PortAventura World,51173,2019,4,Saturday,43366.26849315069,14932.695496471859,0.5227945288708127
619,2019-04-06,Tivoli Gardens,25844,2019,4,Saturday,21688.47397260274,7258.737428623511,0.572486065002255
620,2019-04-07,PortAventura World,47711,2019,4,Sunday,43366.26849315069,14932.695496471859,0.2909542692995943
621,2019-04-07,Tivoli Gardens,26638,2019,4,Sunday,21688.47397260274,7258.737428623511,0.6818714791748361
622,2019-04-08,PortAventura World,50159,2019,4,Monday,43366.26849315069,14932.695496471859,0.45488984279189426
623,2019-04-08,Tivoli Gardens,25333,2019,4,Monday,21688.47397260274,7258.737428623511,0.5020881473168783
624,2019-04-09,PortAventura World,48204,2019,4,Tuesday,43366.26849315069,14932.695496471859,0.32396907229457134
625,2019-04-09,Tivoli Gardens,27137,2019,4,Tuesday,21688.47397260274,7258.737428623511,0.7506162167971511
626,2019-04-10,PortAventura World,44031,2019,4,Wednesday,43366.26849315069,14932.695496471859,0.044515171892868736
627,2019-04-10,Tivoli Gardens,26453,2019,4,Wednesday,21688.47397260274,7258.737428623511,0.6563849532026352
628,2019-04-11,PortAventura World,55586,2019,4,Thursday,43366.26849315069,14932.695496471859,0.81832054432078
629,2019-04-11,Tivoli Gardens,29058,2019,4,Thursday,21688.47397260274,7258.737428623511,1.0152627918922752
630,2019-04-12,PortAventura World,47621,2019,4,Friday,43366.26849315069,14932.695496471859,0.284927226156495
631,2019-04-12,Tivoli Gardens,25203,2019,4,Friday,21688.47397260274,7258.737428623511,0.4841786966337101
632,2019-04-13,PortAventura World,53011,2019,4,Saturday,43366.26849315069,14932.695496471859,0.6458801432821065
633,2019-04-13,Tivoli Gardens,26675,2019,4,Saturday,21688.47397260274,7258.737428623511,0.6869687843692763
634,2019-04-14,PortAventura World,48908,2019,4,Sunday,43366.26849315069,14932.695496471859,0.3711139431028145
635,2019-04-14,Tivoli Gardens,26704,2019,4,Sunday,21688.47397260274,7258.737428623511,0.6909639695216754
636,2019-04-15,PortAventura World,61281,2019,4,Monday,43366.26849315069,14932.695496471859,1.1996984409868947
637,2019-04-15,Tivoli Gardens,27820,2019,4,Monday,21688.47397260274,7258.737428623511,0.8447097153864117
638,2019-04-16,PortAventura World,49219,2019,4,Tuesday,43366.26849315069,14932.695496471859,0.3919407255195242
639,2019-04-16,Tivoli Gardens,28610,2019,4,Tuesday,21688.47397260274,7258.737428623511,0.9535440695379724
640,2019-04-17,PortAventura World,61469,2019,4,Wednesday,43366.26849315069,14932.695496471859,1.2122882644413686
641,2019-04-17,Tivoli Gardens,31484,2019,4,Wednesday,21688.47397260274,7258.737428623511,1.349480694641245
642,2019-04-18,PortAventura World,63702,2019,4,Thursday,43366.26849315069,14932.695496471859,1.3618259015362648
643,2019-04-18,Tivoli Gardens,31736,2019,4,Thursday,21688.47397260274,7258.737428623511,1.3841974759655402
644,2019-04-19,PortAventura World,61252,2019,4,Friday,43366.26849315069,14932.695496471859,1.197756393751896
645,2019-04-19,Tivoli Gardens,28761,2019,4,Friday,21688.47397260274,7258.737428623511,0.9743465853314985
646,2019-04-20,PortAventura World,63984,2019,4,Saturday,43366.26849315069,14932.695496471859,1.380710636717976
647,2019-04-20,Tivoli Gardens,29016,2019,4,Saturday,21688.47397260274,7258.737428623511,1.0094766616715594
648,2019-04-21,PortAventura World,59853,2019,4,Sunday,43366.26849315069,14932.695496471859,1.1040693564497197
649,2019-04-21,Tivoli Gardens,31438,2019,4,Sunday,21688.47397260274,7258.737428623511,1.3431435043995086
650,2019-04-22,PortAventura World,52835,2019,4,Monday,43366.26849315069,14932.695496471859,0.6340939255800457
651,2019-04-22,Tivoli Gardens,26182,2019,4,Monday,21688.47397260274,7258.737428623511,0.6190506367784923
652,2019-04-23,PortAventura World,65080,2019,4,Tuesday,43366.26849315069,14932.695496471859,1.4541066287717181
653,2019-04-23,Tivoli Gardens,29818,2019,4,Tuesday,21688.47397260274,7258.737428623511,1.1199641958861817
654,2019-04-24,PortAventura World,56153,2019,4,Wednesday,43366.26849315069,14932.695496471859,0.8562909161223053
655,2019-04-24,Tivoli Gardens,27831,2019,4,Wednesday,21688.47397260274,7258.737428623511,0.8462251304442182
656,2019-04-25,PortAventura World,47643,2019,4,Thursday,43366.26849315069,14932.695496471859,0.2864005033692526
657,2019-04-25,Tivoli Gardens,27069,2019,4,Thursday,21688.47397260274,7258.737428623511,0.7412481964398016
658,2019-04-26,PortAventura World,53548,2019,4,Friday,43366.26849315069,14932.695496471859,0.6818415007025989
659,2019-04-26,Tivoli Gardens,25954,2019,4,Friday,21688.47397260274,7258.737428623511,0.5876402155803203
660,2019-04-27,PortAventura World,44958,2019,4,Saturday,43366.26849315069,14932.695496471859,0.10659371626679118
661,2019-04-27,Tivoli Gardens,24141,2019,4,Saturday,21688.47397260274,7258.737428623511,0.33787226105275137
662,2019-04-28,PortAventura World,39483,2019,4,Sunday,43366.26849315069,14932.695496471859,-0.2600514082717475
663,2019-04-28,Tivoli Gardens,22564,2019,4,Sunday,21688.47397260274,7258.737428623511,0.12061684776539543
664,2019-04-29,PortAventura World,50273,2019,4,Monday,43366.26849315069,14932.695496471859,0.46252409743982004
665,2019-04-29,Tivoli Gardens,22858,2019,4,Monday,21688.47397260274,7258.737428623511,0.16111975931040662
666,2019-04-30,PortAventura World,57215,2019,4,Tuesday,43366.26849315069,14932.695496471859,0.9274100252108767
667,2019-04-30,Tivoli Gardens,26522,2019,4,Tuesday,21688.47397260274,7258.737428623511,0.6658907385652398
668,2019-05-01,PortAventura World,56939,2019,5,Wednesday,43366.26849315069,14932.695496471859,0.9089270929053723
669,2019-05-01,Tivoli Gardens,28775,2019,5,Wednesday,21688.47397260274,7258.737428623511,0.9762752954050705
670,2019-05-02,PortAventura World,43709,2019,5,Thursday,43366.26849315069,14932.695496471859,0.022951750869780255
671,2019-05-02,Tivoli Gardens,22565,2019,5,Thursday,21688.47397260274,7258.737428623511,0.12075461277065057
672,2019-05-03,PortAventura World,48140,2019,5,Friday,43366.26849315069,14932.695496471859,0.31968317494836745
673,2019-05-03,Tivoli Gardens,23177,2019,5,Friday,21688.47397260274,7258.737428623511,0.2050667959867963
674,2019-05-04,PortAventura World,40154,2019,5,Saturday,43366.26849315069,14932.695496471859,-0.21511645328264073
675,2019-05-04,Tivoli Gardens,21568,2019,5,Saturday,21688.47397260274,7258.737428623511,-0.016597097468724092
676,2019-05-05,PortAventura World,35605,2019,5,Sunday,43366.26849315069,14932.695496471859,-0.5197500005932914
677,2019-05-05,Tivoli Gardens,19525,2019,5,Sunday,21688.47397260274,7258.737428623511,-0.2980510032049753
678,2019-05-06,PortAventura World,30545,2019,5,Monday,43366.26849315069,14932.695496471859,-0.858603759527539
679,2019-05-06,Tivoli Gardens,12689,2019,5,Monday,21688.47397260274,7258.737428623511,-1.2398125791291128
680,2019-05-07,PortAventura World,33640,2019,5,Tuesday,43366.26849315069,14932.695496471859,-0.6513404425509587
681,2019-05-07,Tivoli Gardens,15558,2019,5,Tuesday,21688.47397260274,7258.737428623511,-0.844564779052116
682,2019-05-08,PortAventura World,26226,2019,5,Wednesday,43366.26849315069,14932.695496471859,-1.1478348632502693
683,2019-05-08,Tivoli Gardens,15126,2019,5,Wednesday,21688.47397260274,7258.737428623511,-0.9040792613223365
684,2019-05-09,PortAventura World,31218,2019,5,Thursday,43366.26849315069,14932.695496471859,-0.8135348702463634
685,2019-05-09,Tivoli Gardens,14597,2019,5,Thursday,21688.47397260274,7258.737428623511,-0.9769569491023057
686,2019-05-10,PortAventura World,29501,2019,5,Friday,43366.26849315069,14932.695496471859,-0.9285174599874905
687,2019-05-10,Tivoli Gardens,15472,2019,5,Friday,21688.47397260274,7258.737428623511,-0.8564125695040581
688,2019-05-11,PortAventura World,38162,2019,5,Saturday,43366.26849315069,14932.695496471859,-0.34851500818323783
689,2019-05-11,Tivoli Gardens,20618,2019,5,Saturday,21688.47397260274,7258.737428623511,-0.14747385246110717
690,2019-05-12,PortAventura World,43272,2019,5,Sunday,43366.26849315069,14932.695496471859,-0.0063128919472684
691,2019-05-12,Tivoli Gardens,24618,2019,5,Sunday,21688.47397260274,7258.737428623511,0.4035861685594532
692,2019-05-13,PortAventura World,34158,2019,5,Monday,43366.26849315069,14932.695496471859,-0.6166514609051207
693,2019-05-13,Tivoli Gardens,14243,2019,5,Monday,21688.47397260274,7258.737428623511,-1.0257257609626251
694,2019-05-14,PortAventura World,34544,2019,5,Tuesday,43366.26849315069,14932.695496471859,-0.5908021425358283
695,2019-05-14,Tivoli Gardens,16693,2019,5,Tuesday,21688.47397260274,7258.737428623511,-0.6882014980875321
696,2019-05-15,PortAventura World,34548,2019,5,Wednesday,43366.26849315069,14932.695496471859,-0.5905342739516906
697,2019-05-15,Tivoli Gardens,16458,2019,5,Wednesday,21688.47397260274,7258.737428623511,-0.7205762743224899
698,2019-05-16,PortAventura World,38609,2019,5,Thursday,43366.26849315069,14932.695496471859,-0.3185806939058448
699,2019-05-16,Tivoli Gardens,17592,2019,5,Thursday,21688.47397260274,7258.737428623511,-0.5643507583631611
700,2019-05-17,PortAventura World,38478,2019,5,Friday,43366.26849315069,14932.695496471859,-0.32735339003635594
701,2019-05-17,Tivoli Gardens,17934,2019,5,Friday,21688.47397260274,7258.737428623511,-0.5172351265659032
702,2019-05-18,PortAventura World,52973,2019,5,Saturday,43366.26849315069,14932.695496471859,0.643335391732798
703,2019-05-18,Tivoli Gardens,27403,2019,5,Saturday,21688.47397260274,7258.737428623511,0.7872617081950183
704,2019-05-19,PortAventura World,34864,2019,5,Sunday,43366.26849315069,14932.695496471859,-0.5693726558048087
705,2019-05-19,Tivoli Gardens,22959,2019,5,Sunday,21688.47397260274,7258.737428623511,0.17503402484117578
706,2019-05-20,PortAventura World,19335,2019,5,Monday,43366.26849315069,14932.695496471859,-1.6093054665735698
707,2019-05-20,Tivoli Gardens,15946,2019,5,Monday,21688.47397260274,7258.737428623511,-0.7911119570131216
708,2019-05-21,PortAventura World,32923,2019,5,Tuesday,43366.26849315069,14932.695496471859,-0.6993558862576496
709,2019-05-21,Tivoli Gardens,14910,2019,5,Tuesday,21688.47397260274,7258.737428623511,-0.9338365024574468
710,2019-05-22,PortAventura World,34939,2019,5,Wednesday,43366.26849315069,14932.695496471859,-0.5643501198522259
711,2019-05-22,Tivoli Gardens,16124,2019,5,Wednesday,21688.47397260274,7258.737428623511,-0.7665897860777067
712,2019-05-23,PortAventura World,37732,2019,5,Thursday,43366.26849315069,14932.695496471859,-0.37731088097804544
713,2019-05-23,Tivoli Gardens,17461,2019,5,Thursday,21688.47397260274,7258.737428623511,-0.5823979740515844
714,2019-05-24,PortAventura World,38899,2019,5,Friday,43366.26849315069,14932.695496471859,-0.29916022155585825
715,2019-05-24,Tivoli Gardens,18598,2019,5,Friday,21688.47397260274,7258.737428623511,-0.42575916307649014
716,2019-05-25,PortAventura World,50372,2019,5,Saturday,43366.26849315069,14932.695496471859,0.4691538448972292
717,2019-05-25,Tivoli Gardens,26572,2019,5,Saturday,21688.47397260274,7258.737428623511,0.6727789888279969
718,2019-05-26,PortAventura World,40829,2019,5,Sunday,43366.26849315069,14932.695496471859,-0.16991362970939625
719,2019-05-26,Tivoli Gardens,23306,2019,5,Sunday,21688.47397260274,7258.737428623511,0.22283848166470938
720,2019-05-27,PortAventura World,41258,2019,5,Monday,43366.26849315069,14932.695496471859,-0.14118472406062307
721,2019-05-27,Tivoli Gardens,17386,2019,5,Monday,21688.47397260274,7258.737428623511,-0.5927303494457199
722,2019-05-28,PortAventura World,38546,2019,5,Tuesday,43366.26849315069,14932.695496471859,-0.32279962410601426
723,2019-05-28,Tivoli Gardens,18194,2019,5,Tuesday,21688.47397260274,7258.737428623511,-0.4814162251995667
724,2019-05-29,PortAventura World,53379,2019,5,Wednesday,43366.26849315069,14932.695496471859,0.6705240530227792
725,2019-05-29,Tivoli Gardens,24873,2019,5,Wednesday,21688.47397260274,7258.737428623511,0.4387162448995139
726,2019-05-30,PortAventura World,57816,2019,5,Thursday,43366.26849315069,14932.695496471859,0.9676572799775729
727,2019-05-30,Tivoli Gardens,30446,2019,5,Thursday,21688.47397260274,7258.737428623511,1.2064806191864095
728,2019-05-31,PortAventura World,76906,2019,5,Friday,43366.26849315069,14932.695496471859,2.2460600977749614
729,2019-05-31,Tivoli Gardens,38512,2019,5,Friday,21688.47397260274,7258.737428623511,2.3176931515743697
730,2019-06-01,PortAventura World,62758,2019,6,Saturday,43366.26849315069,14932.695496471859,1.2986089156797571
731,2019-06-01,Tivoli Gardens,36127,2019,6,Saturday,21688.47397260274,7258.737428623511,1.9891236140408604
732,2019-06-02,PortAventura World,38657,2019,6,Sunday,43366.26849315069,14932.695496471859,-0.31536627089619185
733,2019-06-02,Tivoli Gardens,21881,2019,6,Sunday,21688.47397260274,7258.737428623511,0.026523349176134754
734,2019-06-03,PortAventura World,35552,2019,6,Monday,43366.26849315069,14932.695496471859,-0.5232992593331165
735,2019-06-03,Tivoli Gardens,15919,2019,6,Monday,21688.47397260274,7258.737428623511,-0.7948316121550104
736,2019-06-04,PortAventura World,35401,2019,6,Tuesday,43366.26849315069,14932.695496471859,-0.5334112983843164
737,2019-06-04,Tivoli Gardens,17342,2019,6,Tuesday,21688.47397260274,7258.737428623511,-0.5987920096769461
738,2019-06-05,PortAventura World,22292,2019,6,Wednesday,43366.26849315069,14932.695496471859,-1.4112836157497417
739,2019-06-05,Tivoli Gardens,16902,2019,6,Wednesday,21688.47397260274,7258.737428623511,-0.6594086119892077
740,2019-06-06,PortAventura World,46353,2019,6,Thursday,43366.26849315069,14932.695496471859,0.2000128849848298
741,2019-06-06,Tivoli Gardens,20424,2019,6,Thursday,21688.47397260274,7258.737428623511,-0.17420026348060436
742,2019-06-07,PortAventura World,31650,2019,6,Friday,43366.26849315069,14932.695496471859,-0.7846050631594869
743,2019-06-07,Tivoli Gardens,17995,2019,6,Friday,21688.47397260274,7258.737428623511,-0.5088314612453396
744,2019-06-08,PortAventura World,58737,2019,6,Saturday,43366.26849315069,14932.695496471859,1.0293340214752886
745,2019-06-08,Tivoli Gardens,26420,2019,6,Saturday,21688.47397260274,7258.737428623511,0.6518387080292156
746,2019-06-09,PortAventura World,65317,2019,6,Sunday,43366.26849315069,14932.695496471859,1.4699778423818795
747,2019-06-09,Tivoli Gardens,34799,2019,6,Sunday,21688.47397260274,7258.737428623511,1.8061716870620343
748,2019-06-10,PortAventura World,45340,2019,6,Monday,43366.26849315069,14932.695496471859,0.13217516605194585
749,2019-06-10,Tivoli Gardens,23975,2019,6,Monday,21688.47397260274,7258.737428623511,0.3150032701803981
750,2019-06-11,PortAventura World,40891,2019,6,Tuesday,43366.26849315069,14932.695496471859,-0.16576166665526118
751,2019-06-11,Tivoli Gardens,20247,2019,6,Tuesday,21688.47397260274,7258.737428623511,-0.19858466941076414
752,2019-06-12,PortAventura World,36393,2019,6,Wednesday,43366.26849315069,14932.695496471859,-0.4669798895181556
753,2019-06-12,Tivoli Gardens,18957,2019,6,Wednesday,21688.47397260274,7258.737428623511,-0.3763015261898949
754,2019-06-13,PortAventura World,44548,2019,6,Thursday,43366.26849315069,14932.695496471859,0.0791371863926723
755,2019-06-13,Tivoli Gardens,21733,2019,6,Thursday,21688.47397260274,7258.737428623511,0.006134128398374021
756,2019-06-14,PortAventura World,41605,2019,6,Friday,43366.26849315069,14932.695496471859,-0.11794712438667368
757,2019-06-14,Tivoli Gardens,20039,2019,6,Friday,21688.47397260274,7258.737428623511,-0.22723979050383328
758,2019-06-15,PortAventura World,61113,2019,6,Saturday,43366.26849315069,14932.695496471859,1.1884479604531093
759,2019-06-15,Tivoli Gardens,31729,2019,6,Saturday,21688.47397260274,7258.737428623511,1.3832331209287543
760,2019-06-16,PortAventura World,39644,2019,6,Sunday,43366.26849315069,14932.695496471859,-0.24926969776020325
761,2019-06-16,Tivoli Gardens,26428,2019,6,Sunday,21688.47397260274,7258.737428623511,0.6529408280712568
