Review_ID,Rating,Year_Month,Location,Review_Text,Branch
625038916,4,2018-10-01,United States,Somewhat overpriced due to large crowd and time it takes to get on rides. Some rides were 2 and 3 hour long lines.,Disneyland_California
109197858,5,2011-05-01,Hong Kong,"Hi All,   Well went to Hong Kong Disneyland with the family with great dread praying it was going to be over quick.. Well was I in for a surprise after spending over 10 hours there it was one of the best family days we have...More",Disneyland_HongKong
315497917,5,2015-09-01,Australia,A trip to Disneyland is never going to be a budget family experience but it is certainly one that will create memories for a lifetime. All of the cast members (they don't have  staff ) are there to make your experience has happy as possible. Even the sweepers stopped and offered to take pictures for us so we could get the whole family in (and you won't see trash anywhere!). We discovered a few  secrets  which made the visit extra special:  ask for a complimentary map on the Jungle Cruise for a special souvenir   get the kids to ask if they can wake up Jose in the Enchanted Tiki Room  ask if you can go into the wheelhouse on the paddle steamer Make good use of the fast passes and head to popular rides early and you'll get to do everything in 2 3 days and have a ball. ,Disneyland_California
527182241,1,2017-09-01,Hong Kong,"Every kid love Disneyland , but this is nothing for kids , not here in Hong Kong. Yes we all know it   s crowded but you just need to line up for everything , just to make a picture with Mickey and Minnie , my wife and me has to line up 3 hours in exchange , my little daughter can   t wait that long by 37 degree in the sun. After 3 hours lining up , lunch time , another 1,5 hour , just to get something to eat.... beside that   s the food was totally over priced ( that   s OK , we knew where we are ) the taste was disgusting. All in all , my 4 years old Baby girl seen Mickey and Minnie for 40 sec after waiting 3 hours , got a mickey Balloon for 25 bucks had seen Goofy passing thru and then at 3 pm we left after in total being there for just 6 hours....All in all an wasted day in Hong Kong....",Disneyland_HongKong
64916542,5,,Ireland,"We stayed at the Marriott village resort, and the place was perfect, 3 bedroom house and had all the amenities you would ask for when travelling with small children.Disneyland parks themselves were fab. My first time ever there and I would definately go back again. We went the end of March and the crowds were not bad, avg waiting time for the rides was half an hour, Dumbo the elephant was an hour. I found the gifts in the shops near the exits were pretty reasonable especially for disney. 8   10 euros for a t shirt, 7 euros for a mug, etc.The restaurants were expensive, went to Cafe Mickey the first night and for 2 adults and 2 children with just a main meal each and 2 beers was 90 euros. But you were paying for the children to see the Disney characters, and boy was it worth it to see the smiles on my kids faces. So I would definately go back again, and am now planning a trip to Disneyland Florida in the next 2 years.",Disneyland_Paris
202146937,4,2014-04-01,United States,"Fun place for kids, tires them out. Nice surrounding area...pretty crowded!!! FOOD IS PRICY, bring your own snacks. PS buy an autograph book,,,good memories. MAKE SURE TO BUY THE DOLE WHIP OUTSIDE OF ENCHANTED TIKI ROOM!!! SO GOOD!! I'm going again this summer! I suggest this place for families with kids under 16... not the age limit. Unless ur kid LOVES disney or somethin like dat, it might not be a good place for older people.",Disneyland_California
210275062,5,2014-06-01,United States,The weather was nice. Every cast member was very friendly and helpful. If you had a question they were more than willing to answer it and offer you tips to make your visit even better. The fireworks was cancelled the day we stayed late to watch due to high winds which was beyond their control.,Disneyland_California
195901726,2,2014-02-01,United States,"We paid hundreds of dollars to wait in line for 3 days for maybe 2 hours of actual rides enjoyment. The only way to do Disneyland is if you have VIP access and can cut to the front of the line whenever you want. We got the 3 day park hopper pass thinking that we would be able to see most attractions in those 3 days. We were sadly mistaken. One would think that the last half of February would see smaller crowds. It's after the Christmas break from school and before spring break. Apparently Southern California schools get a week off for Presidents Day. We arrived shortly after the park opened and parked in the Woody lot. we then had to wait in line to get on a shuttle, about 30 minutes. After the 5 minute ride to the park, we waited in another line to have our bags inspected. This was an absolute joke. After the  security  check, we had to wait in yet another line to get into the park, about 10 minutes. We decided to head to California Adventure and get a fast pass for Radiator Springs Racers. By this point, the park had been open for about an hour and the fast passes were gone for the day. We could wait in line for about an hour and a half if we wanted to ride it, but we still had 2 more days. We'd just get there earlier the next day and gt a fast pass. We found a few rides with short lines, mostly in the  Bugs Life , but those 1 2 minute rides still had waits of 20 minutes. We rode 3 rides at California Adventure in 90 minutes then decided to head over to Disneyland. Waited in another line there to get in, then had to wait to do the classic picture at the entrance. The first ride we went to, the Peter Pan ride took 1 hour and 10 minutes to get through the line, waiting on the 85 degree sun. Then the ride was 2 minutes long at the most. We rode the Autotopia ride next, another hour wait. By this point we had been at the park for about 6 hours total and the kids were done. We checked into our hotel, Courtyard by Marriott Anaheim at Disneyland Resort great place to stay for cheap, and rested up for the next day. We go to the park 30 minutes before they opened the next day and waited in 2 more lines to get into California Adventure to get our Fast pass for Radiator Springs Racers. By the time we got in line, it was almost 1 4 mile long. That is no exaggeration. Waited in line for 1 hour and 20 minutes to get a ticket that says to come back in 6 7 hours and wait in line again. So we went and rode a few more rides and came back to Radiator Springs at our appointed time. When we arrived, the ride was temporarily closed and were told to check back periodically. So we had to stay in California Adventure. After a couple of hours, they decided to close the ride for the rest of the day. Then we had to go wait in line at guest relations to get our name on a list so we could come back the next day and get a pass to ride. This part of Disneyland was great. We gave them our name and when we came back the next day, we picked up a pass for 6 people to get on the ride. There were only 4 of us and only 2 could ride at a time (my daughter is too small). We picked up a family of 4 waiting in line for a fast pass and took them with us. Got right on with no wait and then did the rider swap and got right back on again. Star Tours was another great experience. We got the fast pass earlier then waited only a short while to ride. As the doors opened for us to get on the ride, my son said he needed to go potty. When he says that, there is no holding it, so we went to the bathroom and got a pass to bypass the line and get back on with no waiting. Other than that, Disneyland was a disappointment. The lines and crowds are too much. I would constantly hear from other people in passing,  this is ridiculous, it's just not worth it . An hour wait to spend 1 minute with Mickey, sidewalks and streets that are too crowded to walk down, cars and trolleys driving down the middle of the road causing even more congestion. So glad when it was over.",Disneyland_California
432038967,4,2016-10-01,Denmark,"We decided to drive from Denmark to visit this magical place and even though there were some let downs we had an amazing day in Disneyland. First of all, do not just double check your tickets, triple check them, we made a small mistake (buying  mini  tickets, when it was a non  mini  day) This cost a 84 euro upgrade to use our tickets.Secondly, luckily we were adviced to take the public bus there, cause parking is 20euros?! And thirdly, make sure the park isn't under too much renovations... Almost the whole of the area  Frontierland  was not open and a big chunk of Discovery land  had renovations on it too... But lastly, it is an amazing Park,the rides at both thrilling and masterly made and if you are a Disney fan, you'll love it!   A hint, stay for the end show. Fireworks at 9pm, it's worth it!! ",Disneyland_Paris
118005353,4,,Mauritius,"What can be said about disneyland and its life...its an awesome experience as ever...felt like years in the past...theres the usual long queue before each attractions but unlike other areas, people in asia are very much more polite and respectful.i love at my time the tiny world attraction and many more.had pics with most of the buddy walking around like bux bunny, buzz and many more.however the food court was quite expensive like the restaurants inside.yet the food was nice...when i was there, at the end of the final show therw was a magnificent fireworks.however afterwards there was a rush to get the train back to reality...i went for dinner and took the train afterwards as it was less busy and more easy... Njoy",Disneyland_HongKong
538599201,4,2017-10-01,United Kingdom,"Really enjoyed Disneyland Paris. There's a good range of rides to cater for everyone and the regular parades were great. The queues were really big on some rides, but it does tell you at the start so you can decide if you want to wait.",Disneyland_Paris
446661811,5,2016-11-01,Malaysia,"My hubby decided to choose here over Macau during our HK holiday trip since neither of us have been to any Disneyland yet and this is the closest.I've to say, we enjoyed it thoroughly and with such a fine, cool winter weather end of the year, it make our walk more enjoyable without the sweat during summer time.Although it may be the smallest among all Disneyland, it still took us a full day to walk, ride, eat, shop and we managed to catch two parades; one in the afternoon and the other during night time. The only thing we didn't managed to do was to catch and take a close up photos with all the Disney characters due to the timing that's scheduled.In terms of transportation, there is a direct MTR from Hong Kong station to Disneyland, which you have to interchange at Sunny Bay and you will come across a Mickey Mouse decorated MTR trains to Disneyland. It is advisable to go during weekdays when it is less crowded compared to weekend. Also, with me at my second trimester pregnancy, most of the rides are pregnancy friendly with one or two rides only. To me, this was more than good enough for me as I was able to still enjoy 95% of the rides.I definitely wouldn't mind going back again if I am in HK.",Disneyland_HongKong
289961005,4,2015-07-01,United Kingdom,"This was our first visit to Disneyland Paris though we have visited Disneyland in California and Disneyworld in Florida so we had a fair idea what to expect.We went with our three children (age 16, 13 and 7 years from the 7 10th July, we purchased the four days for the price of three deal for the two park ticket, it was pricey for a family of five though I purchased over two transactions a few months apart in order to spread the cost. We felt that we had a relaxed time having four days, though we could have got round the park in 2 3 days, it was nice to have the extra time which meant that the family went on every ride (dependant on if they wanted to!) and for some rides, they had at least 3 shots! Unfortunately though, we found some of the rides were out of commission and unfortunately, some broke down during the time we were there. Arguably, if you are a hardened Disney parks fan, you may be disappointed by Disneyland Paris, it felt like a cheaper and smaller version of its American counterparts, though if you are looking for a great and rather magical place to take the kids that's a short distance from the UK then Disneyland is your place and it really must be experienced in a lifetime if you can!As a disabled traveller utilising a wheelchair, I found the ground uneven and many  juts  in the paving were rather dangerous, the paving is not always flush and park management need to consider this. I did appreciate the quick access on to various rides, while many of them were not suitable to my particular condition, I found all staff at the rides to be considerate and respectful of my condition. The same could not be said for a handful of members of the public, my children found it rather hurtful that we were glared at when we were supposed to be in the  Happiest Place in the World  just because we were getting on to a ride in front of them. The fact is, staff do not hand out pass cards to just anybody, I had to show proof with my UK disabled blue badge, I also proved that I have walking sticks and a wheelchair. For the  inconvenience  that this caused to the able bodied, perhaps this small handful of individualistic people should consider that my disability does not stop affecting me the minute that I leave the park, nor does my disability ever stop affecting my family, so for their few minutes of  inconvenience  we have a lifetime of inconvenience! Overall, I found the huge majority of staff to be fantastic at their job, a special shout out must go to the lift operator in the Tower of Terror! My husband and kids thought he played the part well and they were very impressed with his range of languages and drama skills! Also, the dancers in the Frozen Sing a Long made it a fantastic and memorable performance for my 7 year old, she was just in awe and was made to feel special. I only experienced one member of staff of whom I would consider as not very friendly though perhaps she was just having a challenging day!Shopping wise, its all a bit repetitive, there are no beanie hats and there is just not the selection of goods like you would find in the American resort parks, though there is something for everyone and you will easily find a gift or two to take home, there are some lovely quirky gifts to be had, though some can be rather pricey too!As a final point, we found many of the restaurants or kiosks were closed, and during a particularly hot spell at the start of the holidays (early July) this was challenging, likewise we found the food to be typically Disney expensive and we found the toilets were not that clean (though that just seems to be France full stop!) though if you study your map then there are some good food to be had, we enjoyed Pizza in Colonel Hathi's Pizza Outpost and the mickey shaped French sable biscuits on Main Street were just lush!Overall, when compared to its American counterparts I would rate this place a three out of five, though for fun factor for the family just a hop across the pond from the UK and the whole magic of Disney for the kids and adults alike, I would rate Disneyland Paris as a four out of five.",Disneyland_Paris
374695583,5,2016-05-01,United States,"We love taking an adults Disney trip every few years! Here are a few tips and our favorite things to do if you're going as adults and in a small group: Get to the park at opening. Yes, there will be families there at the same time, but in my experience they head toward Fantasyland or stop for breakfast, etc. Hit the busiest rides first, before they get too crowded...Space Mountain, Big Thunder Mountain Railroad, Indiana Jones, etc.  Utilize  single rider  passes! Many rides offer these. You'll still get to hang out together during the line, and you most likely will not sit together, but it is a good way to ride the popular attractions without wasting hours in line. There are times we have ended up seated in the same vehicle. We use this option for Indiana Jones, Space Mountain, Radiator Springs Racers, California Screamin, etc.  Get Fast Passes for the rides you can't do Single Rider (or don't want to separate on)...Splash Mountain, Big Thunder Mountain, Tower of Terror... Blue Bayou is a fun option for lunch or dinner",Disneyland_California
390457519,5,2016-07-01,United States,Excellent         Never disappoint    blue bayou restaurant is 5 stars although pricey     fast pass worked well for us    u may bring your own food and drinks inside    ,Disneyland_California
195517801,4,2014-01-01,Australia,I went with a group of 3 friends to Disneyland Hong Kong in January 2014. We had a fun day wearing Mickey ears and being able to be big kids for a day. I have been to Disneyland Anaheim and this is a great copy of the original. The parade was wonderful and the lion king show spectualar. I still had that wonderful Disney feeling but it wasn't as good as the original. I would still strongly advise to go for at least 1 day. The customer service was great and the atmosphere was excellent. I had a FANTASTIC day and have great memories that I will always treasure. Thank you Disney for another great day.,Disneyland_HongKong
237426039,5,2014-07-01,United Kingdom,"We visit this fun park in early July, weather was not great on the two day's we were there ,First day we arived about 10am queues we starting to form.We had had my daughter & soninlaw and their 8 year old daughter we also had 3 teen age grand children , the children had a ball lots for them to do and see ,We found the food very expensive both on the small stalls and in the restaurants .the show's were very brilliant well though out ,we did not get around the three lands on day one.Day 2 was a bit hit and miss the rain was so heavy at times some of the rides were closed for a time understandable for safety reasons over all a great place entry fee is expensive but it up to your self to make the best of it ,The parade of light at night is fantastic we will be going back again just hope the weather is better",Disneyland_Paris
449804083,5,2016-12-01,India,"It was my 6 yrs old daughter's dream to meet her favorite Disney stars. To be honest, my HK trip was Disneyland centric alone as places like Dubai have better tourist attractions than HK. We booked Disneyland tickets via Klook a month in advance and availed good discounts!Reaching Disneyland is so very easy... The HK Disneyland is located on the Lantau Island near the airport. You can either take a Disney Resort MTR Line, a taxi, a public bus or a coach. We stayed at Panda hotel and it took less than 45 min for us to reach there.If you are travelling by MTR, change for Disney Resort Line at Sunny Bay Station. This is a direct dedicated line to the Disneyland with a frequency of 4 10 minutes. Bus R33 (to Tuen Mun Railway Station) and R42 (to Tai Wai Railway Station) operate 20 minutes after the fireworks display. In Sundays and public holidays, Bus R33 and R42 run from Tuen Mun and Tai Wai to the Resort Public Transportation Interchange at 09:00, 09:20 and 09:45.The Disney Resort Line is a themed MTR train with Mickey Mouse shaped windows and comfortable sofas. This MTR brings you straight to the Disneyland station from where you can walk up to the entrance counters. The queue starts almost 1 hour before park opening. Your vouchers are converted to regular tickets only through the entrance. Being a small park it can be seen back to front in nearly 5 hours. Wear comfortable shoes as you have to walk a lot and stand in long queues at times. As someone suggested here already, consider going deep into the park to Adventureland or Tomorrowland and then work your way back     you   ll skip the crowds and queues will be shorter. I had clearly read here that visitors head straight to the character meet and greets near the entrance when the gates open and the queues build there up pretty fast... However with a 6 year old dying to meet her favorite characters i too didnt have a choice but to add to the queue :) Light snacks were allowed without any fuss inside the park. The staff was very helpful and courteous. Own water and juice was allowed too. The free WIFI service inside the park was good enough for us to share our memories in real time. Ensure to check out the time and place of the meet & greet of all the Disney characters from the guide map available in the park's entrance. Each Disney character is out only for a short time (approx. 30 mins) so get there early or you won't get to meet them. The food at the restaurants wasn't too attractive or delicious however we still had a heavy meal to stay active until the fireworks. We were free in the evening but were eager to stay till the Paint the Night parade and the fireworks. So we grabbed the best seats on the benches right in front of the Sleeping Beauty Castle. Even though the weather looks pleasant ensure to carry warm clothes during winters as staying out in open for the shows can give you a wind chill effect. I personally found the oe day ticket to be good enough as we with planning we covered everything and enjoyed nearly 99% of the attractions. I used the fast pass for Space Mountain and one more ride and it worked like a charm, no long queues :) Though everyone says DON'T BRING SELFIE STICK which i even confirmed with Disneyland team, i could still see a lot of guests with these sticks inside the park. As suggested by someone here i took an autograph book and got many characters happily sign it. My daughter went gaga over our idea and is still very thankful. Thanks to my dear Tripadvisor friend for that suggestion!Keep enough space and charge on your cameras phones for videos and pictures until the fireworks as you would love to capture every moment for a lifetime. Disneyland is must visit for people of all age. My wife and i enjoyed the Cinderella Carousel like kids... The video recording still brings smiles to our faces :)",Disneyland_HongKong
192803325,5,2014-01-01,Australia,"Our little princess loved the Bipity Boppety Boo Salon, and she had a makeover the look like Belle then met her favorite princesses. Great visit, friendly staff.",Disneyland_California
385363357,3,2016-06-01,United States,"Every time you see videos of Disneyland you see Mickey Moose, Goofy, etc but I was there an entire day and I did not see one disney character besides Woody from Toy Story. it did not feel like Disney at all. Then there are the lines. Every ride has at least a 30 minute wait. We actually waited for 2:37 minutes for Space Mountain because the ride broke twice while we were in line. They did not do anything to accommodate waiting for their premier ride that broke twice on us. VERY DISAPPOINTING. The best part of the experience is that they did not rip you off on the food prices. Plenty of places to eat under $10 ppl.I do not see any circumstance that I will return. I would much rather go to Disney World as it is much bigger and better for adults.",Disneyland_California
169472716,3,2012-08-01,Moldova,"good: yes, this is genuine Disney, so nice etc.bad: super looong queues, some shabby equipment yes, we, of course, had high expectations, given that this is the famous Disney park, and, indeed, it's big, nice and everything. but the overall impression was significantly spoiled by the long queues (and ultra long queues to the most popular and interesting attractions, where the ETA was exceeding 1 hour   crazy!!). also some attractions were not operational, and some had visible signs of wear and shabbiness. and, yeah, it's pretty expensive.",Disneyland_Paris
284489117,5,2015-04-01,United States,"A wonderful experience for kids 5 to 65. Lots of standing in line for rides, even with the ticket system. Try to avoid really hot days   the park can get brutally hot. Not any really fine dining locations available to the public.",Disneyland_California
513821081,4,2017-08-01,United States,We had a good time overall. As usual the long lines and high prices are the negative but the helpfulness of staff and cleanliness of the over all resort is commendable. Only been there twice and both times dragged by young kids who wanted the experience of Disney. They really enjoyed meeting all the characters and seeing all the displays. ,Disneyland_California
173586085,5,2013-08-01,United States,"Went to Disneyland with my husband for a couples getaway and man, we had a great time! The park is just a magical place to be. We made the decision to head to the park later in the afternoon and then stay until closing, hopefully missing the large crowds and lines with this plan. Overall, we were very successful! The longest line we ever had to wait in was about 20 30 minutes (not bad, for Disneyland), and we got to ride everything we wanted to. If you traveling and able to stay out late, I would definitely recommend that route. I would also recommend not purchasing the food in the park. We brought a backpack full of snacks each evening and rented a locker ($7 per day). I do think this saved us money.Disneyland is a magical place certainly worth visiting. If you visit in a busy season (like we did), be prepared for crowds and lines. Bring a fully charged iPhone and play games while you wait  makes it so much better!",Disneyland_California
344931022,4,2015-12-01,Australia,"Euro Disney is a smaller version of it's Anaheim counterpart. If this is the first Disney you go to you will love it (however having been to Anaheim it was a bit of a let down).  However, it has everything it needs to make a...More",Disneyland_Paris
646913356,4,2019-01-01,Australia,"Our family of five (kids 4, 2, and baby) went to HK Disney and had a magical day. We found that there was plenty to do even with very small kids. The only unfortunate thing that happened was some inconsiderate staff hurrying us as we were delayed due to some baby issues. The other thing to note is that many shows are light on english     we still had fin but it modestly reduced our enjoyment at times. ",Disneyland_HongKong
264906368,4,,United Kingdom,"Good presentation well laid out, very busy but that had to be expected over Easter weekend. Kids thoroughly enjoyed experience.  It was handy to be able to hire stroller for very young. Good entertainment",Disneyland_Paris
374125507,3,2016-05-01,Ireland,"HI we travelled to Disneyland Paris on the 3th 7th May,We have been here many times before,but I am Afraid this will be our last for a While.We Stayed in the Sequoia Lodge and to be Honest, I could not fault them.We stayed at many hotels before including the Disney pink one,But this is our favourite by Far and Value for Money.We arrived on the 3th of May , to be met by Inter Service Presitage Transfer, there service is fantastic and I would Highly recommend this Company 100%.Our biggest problem was the parks or lack of rides that were open,and Will not be open till next Year for there 25th Celebration, My Daughters Favourite ride were all closed for Refurbishment ,this ride were ,Peter pan,Thunder Mountain,Rocking Rollar Coster, Animagic,Star tours.We seriously would not have went had we of neen told these rides were closed.It made the Queues almost impossible, the Que for ratatouille was 3 hours one day,terrible for anyone with young kids,the toy story was no better,even small world the queue was disgraceful.I Honestly put this down to the amount of rides that were shut.They also have a new scan card,which would work great,if they stopped taken it off you and doing it for you when you can do it yourself,It suppose to make the Que getting into the park quicker, instead it is just delaying people. We had a cast member screaming at us because we scan our own tickets ,while she opened the door for another family with a buggy, this cast member went on to follow us,shouting at us and pointing her finger,She has got to be the worst Cast Member I had come across in the 10 years,we have been going, utterly disgraceful carry on.On a personal note ,if anyone is thinking of booking for this year  don't  you will not get your Value for money.When the park is at uts beay with all the rides opened, it really is a magical place,we just got the most rudes French girl,I have even came across and in hindsight shoul have reported her to city hall.",Disneyland_Paris
3312029,4,,United Kingdom,"We have just returned from a 2 night trip to Disneyland Paris via Eurostar. Eurostar direct to DP was on time but shabby and toilets were terrible on outward and return journeys. Do they give the families the worst trains for this trip I wonder? Better facilities on South West trains!Really appreciated the luggage service with Eurostar to Disney hotels. Worth going for as you can go straight to the park when you arrive at 1.30pm.Disneyland Paris was as I expected, from reading the previous reviews. It only rained on 2 of our 3 days, so we were lucky. Beware of puddles everywhere   my only pair of shoes got soaked on the first day. Better take more than one pair of shoes with you.There are too many smokers around the park   even in the open air I could smell smoke everywhere, and it should be banned while queuing   most of the queues are partly inside and it's dreadful to have all that smoke in a closed atmosphere and you can't escape! I will be writing to DP requesting that smoking be banned in queues and ideally throughout the park with designated outside areas marked for smokers.Food expensive. Tea dreadful   got cup of hot milk and water, with a tea bag to put in. Had to throw it away. Suggest you drink coffee instead.But me and my family with 2 children of 7 and 8 really enjoyed our stay. You can only do rides easily for the first and last hours. In between lots of queues, but we can only go at peak times as my husband is a teacher.The parade was excellent. Remembered to sit down near the barrier early this time to get good view.The fact that the park is small is a plus in my view. We still didn't see and do everything in 2.5 days and it is less tiring going from one thing to another. I wouldn't have wanted the park to be any bigger.Stayed at Hotel Cheyenne   excellent   have written a review on the Hotel Cheyenne section of this website.We enjoyed it, but I do wish that smoking was banned in the park. I have never experienced so much smoke in an open air place.",Disneyland_Paris
461308650,5,2017-02-01,Australia,What more can I say but amazing loved every minute of it even the queues didn't bother us Longest was about 20 mins . characters were so good with the kids The night parade and fireworks made me feel like a little kid again,Disneyland_HongKong
123433644,5,2011-12-01,Australia,"We were fortunate to be offered a 14 day hopper pass through our travel agent (valid only for Australians) which was the same price as a 5 day hopper direct through Disney. We were there for 7 days & thoroughly enjoyed being as to visit both Disneyland & California Adventure Park. These parks are done so well & maintained beautifully. The atmosphere, parades, characters, rides & overall experience is one we will never forget. The show 'Eorld of Colour' which is in California Park is a water light show & I truly have never seen anything as amazing......brilliant!!!! If you can afford to spend some days there do as it's the only way to see it all & do your favorites rides again. The weekends are usually busy so the 'fastpass' option for rides were a great benefit. Also you 'must' try their turkey legs they sell there   soooo yummy! Food is expensive but we bought our own food in to keep the cost down. The kids are already asking when we are going again!!!",Disneyland_California
118008364,5,2011-09-01,United States,"In the words of my seven year old nephew, who was making his first visit to the Disney parks, Disneyland  really is the best place on Earth.  Disney has also done a pretty good job of making it easy to get around the park. Between Fast Passes and stated wait times at all attractions and rides, people have a good understanding of how long it will take to get onto a ride. Further, the staff (or  cast members ) are universally cheery and pleasant. It's quite remarkable, actually, to encounter so many workers at a huge park like this and not have a poor experience with a single one.",Disneyland_California
248053999,3,2014-12-01,Gibraltar,"We went to Disney Paris for an Xmas break with our family this year and although the rides etc are quite good and similar to the ones in the US parks, you cant help but feel it isnt as good as the  Real Thing . The parades especially on xmas day where very short and poor, the lighting at night practically non existent, and worst of all the food choices where very limited and expensive. I've been 4 times to Orlando and Once to Anaheim and Paris in my opinion does not capture the Disney Magic but rather is a diluted version of it.Also the bus service to the hotels was appalling and very badly organized. The kids had a good time, but I wasnt too impressed.",Disneyland_Paris
217123982,3,2013-08-01,United Kingdom,"Nice place if you have kids, For sure they will enjoy and have fun even if it will be exhausting for you. I really found everything too expensive: price ticket was ok, but no way you can eat at a good price! And food wasn't good at all.",Disneyland_Paris
492319460,4,2017-05-01,Australia,Great family experience for our family. We are Star Wars fans and loved Tomorrowland. My boys took part in Jedi Training and met Darth Vadar. We had light saber churros and rode Space Mountain and Star Tours many times. Only gave 4 stars because I hate crowds and Disneyland has many!! You can't see Disneyland in a day so have a plan and use your fast passes wisely. ,Disneyland_California
248642281,5,2015-01-01,Indonesia,"here brief review i can share:  can be reached by MTR easily, around 20 minutes from Jordan MTR  entrance fee is around 68 usd.   avoid public holiday weekend to visit if you wanna try all the attractions.  souvenirs price are reasonable  most attractions are well package  attractions that not open due to some reason can be checked in advance in their website.",Disneyland_HongKong
374815127,5,2016-04-01,India,"Wherever you visit in HOng Kong is incomplete without Disneyland. A must see with a nice MTR ride from Hong Kong   Kwaloon Island. Smaller than its bigger ones in Paris   USA, but it happens to cover all prime attractions. The parade is a must watch. There have a night parade to celebrate 10years of Disneyland in Hing Kong in 2016. Lastly followed by fireworks over the castle.Its a paradise for family outing in Hing Kong.",Disneyland_HongKong
273188471,4,2014-09-01,Hong Kong,"There are many attractions and it was not too crowded; try to avoid public holidYs in the mainland China, as many mainlanders come to visit during holidays, then it gets very crowded. Stay for the night show and fireworks. Looking at my grand daughters eyes from the start of the visit till the end, they reflected the great enjoyment they experienced.",Disneyland_HongKong
146095577,4,2012-11-01,United States,"We traveled with 12 people on a family vacation. Disneyland is pure chaos, but we loved it. We usually split into two groups of 6 with little kids in one group and big kids in another. Disneyland is really not a big place so it is usually pretty easy to plan a time and place to reconnect during the day. I was there 30 years ago and loved it just as much as an adult. Lots to see and do!",Disneyland_California
624671441,4,2018-05-01,United Kingdom,"Stayed for 3 nights   family of 4(two kids aged 5 and 11)Would stay longer next time to allow for 2 full days in each park. Stayed at Sequoia Lodge   see separate review   bit tired but did the job.Breakfast was in cafe Hyperion   bit of a faff going all the way over there each day and meant we had to go to that park first rather than straight into studios. We did the half board food plan which was perfect for us   we prebooked all lunch   evening meals which was a godsend as queues were ridiculous for some places. Loved Disney Village in the evenings, especially the Wild West show. Wish they   d do proper fast pass bookings like WDW, and the paper tickets are also just asking to be lost   damaged. Also online dining bookings would be better than having to phone France! The concierge in our hotel printed out all our reservations though so this helped us remember where we were meant to be, and when. Most staff are onboard with the Disney service levels   some definitely not. Really surprised at how many staff only spoke french   considering the multiple nationalities that visit the park I would   ve thought those in customer facing roles (ie, food order positions) would be multilingual. And yes I know the park is in France! Am sure on previous visits almost all staff had at least two flags on their badges. All in all a magical stay, and didn   t disappoint! ",Disneyland_Paris
14612611,5,,United Kingdom,"I've been to Disneyland Resort Paris, Disneyworld Florida and this one Disneyland in California. Let me tell you this is the best by far!! This one has a bit of individuality compared to the other two. If your going with a family of kids or thrillseeking teenagers its the place to go. It has the best weather out of the lot aswell and so many choices of hotels nearby. The adventure park is more for the older ones whereas the normal one has all the disney characters. In the adventure park the rides I would recommend for thrill seekers are the twilight tower of terror, California screaming and a few others. I would NOT recommend the sun wheel for people who are overweight (dad) as it is a scary experience and the swinging gondolas will flip over! Food nothing too expensive usual restuarants, dine with the characters and then the hot dog carts. Do not bring big bags with you to this park cause they tend to search you and will not let you in with a suspicious big bag :P",Disneyland_California
218544204,5,2013-10-01,United Kingdom,"Title says it all! Having always loved Disney, I finally visited Disneyland Paris for my 21st birthday. The magic doesn't fade with age, even my boyfriend (who is nowhere near the Disney fanatic I am) enjoyed himself. Magical experience for all ages. Firework show particularly amazing. Yes, prices are extortion for gifts food drink and yes, there a long queues for rides and character meets... What do people expect when visiting one of the biggest attractions in the world?!? Can't compare to Disney USA as I have never been, but perfect to have a European version to help those like me who will probably never be able to afford the trip to USA. Also, Paris itself is an amazing city well worth the visit, so great location. Overall, AMAZING!!!!!!!",Disneyland_Paris
322912226,4,2015-10-01,Singapore,"I think if it will be first time for you it will be unbelievable! From one day we received so many emotions! For me it was fine. Few things, that next time I will do differently: 1. Take a lot of water with you, as prices inside for snack were not a pleasure 2. Take cash local cash with you. 3. Convenient clothes and shoes, as it is quite big area ",Disneyland_HongKong
249089257,5,2014-12-01,United Kingdom,"gets very busy on the weekend but during the week you are straight on ride after ride, obviously very cold in december, when we went, but the magic of disney and christmas is a very special combination!!",Disneyland_Paris
290645932,5,2014-08-01,Qatar,"Loved, this park. I think I cried at everything, and got star stuck meeting the princesses haha. I highly recommend the night time show with the lights. Worth staying up that bit later to see. The rides were fun. Again busy but what else do you expect when you go in summer holidays. Little resturants dotted around the park, that you will pay a arm and leg for not the best tasting food but hey ho I think we lived off pop corn and Planet Hollywood which is in the Disney Village. A fantastic park and don't let the staff get you down as some of them are misrable but for most of them, they are lovely and helpful. Looking forward to returning and trying out the Disneyland hotel this year. ",Disneyland_Paris
394130866,5,2016-06-01,United States,"I'm very impressed with Disneyland, especially compared to Disney World. While many attractions are relatively the same, there are little differences that make it better. Anyone who loves Disney World, will absolutely love Disneyland. The best part is that park hopping is a breeze. Disneyland, Disney's California Adventure, and Downtown Disney are all just a short walk from one another.",Disneyland_California
