review_id,touchpoint,sentiment,code,text_excerpt,travel_party,first_visit,visit_timing
241904677,entertainment,positive,emotional world of color,"In California Adventure Park, The World of Color show still put a tear in our eye even though we have witnessed it before it is a must see!",family,No,November
241904677,food/beverage,positive,delicious dinner superb service,this dinner was delicious and the service was superb,family,No,November
241904677,pre-visit,positive,convenient helpful online reservations,but online reservations are convenient and helpful.,family,No,November
241904677,entertainment,positive,fun aladdin musical,the Disney's Aladdin A Musical Spectacular is really fun,family,No,November
241904677,entertainment,positive,less crowded late shows,you might try going to the latest showing of the day as the kiddos might get worn out and the last show may be less crowded.,family,No,November
241904677,characters,positive,enjoyable character photos,In Disneyland we had our pictures taken with the Thor and Captain America characters in the Innoventions attraction. This was a lot of fun,family,No,November
241904677,characters,neutral,character meet queue time,even though we had to wait about 30 minutes for each of them,family,No,November
241904677,attractions,negative,ride malfunctions disappointment,The Indiana Jones Adventure ride was not functioning well while we were there.,family,No,November
241904677,attractions,negative,ride stoppage during ride,We were stranded once on the ride during a stoppage for about 15 minutes,family,No,November
241904677,attractions,negative,frequent ride closures,the ride was closed for technical reasons several times during our first 4 days and closed completely on our last day.,family,No,November
241904677,navigation,positive,organization minimizes wait,"With a little organization the wait times can be minimal, just plan for what you enjoy the most",family,No,November
241904677,recommendation,positive,definite return visit,We love Disneyland and California Adventure Parks and will return in the future.,family,No,November
168647100,entertainment,positive,excellent music show quality,The music shows are excellent,family,no,past week
168647100,entertainment,positive,enjoyable Aladdin show,My fav: Alladin,family,no,past week
168647100,entertainment,positive,wonderful World of Color,World of Color. Both were just wonderful!,family,no,past week
168647100,food/beverage,positive,excellent gluten free options,Disney is the best!,family,no,past week
168647100,food/beverage,positive,chef allergy consultations,"A chef always came and talked to me, if we ate at a 'sit down' restaurant.",family,no,past week
168647100,food/beverage,positive,gluten aware walk-up food,The walk up food was equally aware of gluten allergies.,family,no,past week
168647100,atmosphere,positive,California Adventure favorite,My personal favorite side of the park was California Adventure,family,no,past week
168647100,characters,positive,kids loved character greetings,"our kids loved the classic, Disneyland...especially greeting their favorite characters.",family,no,past week
586063786,atmosphere,positive,overall enjoyable atmosphere,Its just amazing,,,
586063786,navigation,negative,crowding affects enjoyment,Just don't go when it's too busy or you can't enjoy it that much.,,,
258544041,comparison,negative,park visit disappointment,was the most disapointing experience of our LA vacation,,,
258544041,facilities,negative,worn out park appearance,Everyhing seemed so worn out,,,
258544041,navigation,negative,small park size,the park itself is quite small,,,
258544041,attractions,positive,enjoyable themed ride experience,Pirates of the Caribian,,,
258544041,attractions,neutral,acceptable mystery mansion,Mystery Mansion (which was ok),,,
258544041,attractions,negative,inferior simulator experience,"Starwars simulator, which dont compare at all to what you will find at Universal Studios 3d simulators",,,
258544041,comparison,negative,inferior compared to Eurodisnay,The park does not compare to Eurodisnay,,,
258544041,comparison,negative,inferior compared to Tivoli,our own (Denmark's) Tivoli,,,
258544041,comparison,negative,inferior compared to EuropaPark,EuropaPark. The latter is the greatest park i have ever attended,,,
258544041,recommendation,negative,stay away recommendation,Save your money and stay away from this disapointing last Century theme park,,,
258544041,atmosphere,negative,outdated theming,disapointing last Century theme park,,,
168781436,atmosphere,positive,embracing magical atmosphere,"we buy into the dream, the gimmicks, the fun",,No,summer
168781436,comparison,neutral,visited other Disney parks,We've been to both Disney parks in the US and others internationally.,,No,summer
168781436,atmosphere,positive,loved iconic castle,We loved the castle!!,,No,summer
168781436,attractions,negative,frequent ride closures,the majority of rides were either down all day or not functioning for large parts of the day.,,No,summer
168781436,attractions,negative,useless FastPass system,Fast pass was useless.,,No,summer
168781436,attractions,negative,wasted time due closures,We spent a lot of time walking from ride to ride only to find they were closed.,,No,summer
168781436,attractions,negative,ride queue shutdowns,we'd be standing in long queues for a ride and it would shut down.,,No,summer
168781436,staff,negative,unfriendly staff interaction,"the staff need to smile, make eye contact, and otherwise appear to like their job",,No,summer
168781436,staff,negative,irritated food staff,Many of the ride food staff just looked irritated and distracted.,,No,summer
168781436,staff,positive,exceptional employee interaction,a most enjoyable young man working at the Tower of Terror...he made an effort to make it fun for everyone.,,No,summer
168781436,attractions,negative,ride technical difficulty,The ride had technical difficulty,,No,summer
168781436,staff,neutral,reported experience customer service,"At the end of the day, we approached customer service and reported our experience to them.",,No,summer
168781436,staff,neutral,free tickets offered,"To their credit, they offered us free tickets to return on another day.",,No,summer
168781436,staff,neutral,received stuffed animal,"So, they gave my daughter a small stuffed animal instead.",,No,summer
298198216,attractions,positive,good ride diversity,"Really good rides and diversity, for everyone there is something.",,,
298198216,attractions,negative,queues time consumer,queues are a time consumer!,,,
154598883,atmosphere,positive,brings out inner child,"It feels really good to be a kid again that is what I love in this place, it brings out the kid in you!",family,No,
154598883,attractions,positive,plenty of attractions,There's plenty of attractions inside,family,No,
154598883,characters,positive,meet favorite character,your chance to meet and greet your favorite character,family,No,
154598883,retail,positive,photo souvenir,take home a photo souvenir,family,No,
154598883,attractions,positive,thrilling rides enjoyed,the thrilling rides is the best hit for my son,family,No,
154598883,entertainment,positive,enjoyed watching the shows,We also enjoyed watching the shows,family,No,
154598883,timing,positive,best time to visit,"To fully enjoyed the park, it's a must to be there before the park opens in the morning until the fireworks display.",family,No,
310353311,atmosphere,positive,reliving childhood magic,to relive your childhood and the magic of Disney,,,July
310353311,navigation,negative,July visit crowds,July so lots of crowds,,,July
310353311,attractions,negative,ride queue's,queue's,,,July
310353311,attractions,positive,effective FastPass system,however the fast pass worked well for us,,,July
310353311,entertainment,positive,great day parade,Day parade was great,,,July
310353311,entertainment,positive,worthwhile Light the Night parade,Light the Night parade defintely worth coming back for in the evening,,,July
520380831,atmosphere,positive,magical atmosphere experience,The place is totally magical,,yes,
520380831,attractions,positive,plenty to experience,there's so much to see and do,,yes,
520380831,attractions,negative,one hour ride queue,maximum wait was for thunder mountain at 1hr and that did feel a drag as you're crammed in a queue,,yes,
520380831,attractions,positive,enjoyable repeat ride experience,"We did space mountain twice though so weren't put off at all, guess its to be expected.",,yes,
520380831,entertainment,positive,enjoyable lunchtime show,"There are lots of shows throughout the day, we planned one around lunch time",,yes,
520380831,entertainment,positive,character filled parade,the parade at 5.30pm had all the characters,,yes,
520380831,entertainment,positive,amazing light show finale,The finale light show at closing time was simply amazing,,yes,
520380831,characters,negative,long character meet queues,Meet and greet character queues were long so we didn't do those,,yes,
520380831,attractions,negative,dated ride experience,Pirates of the Caribbean and Phantom Manor could do with updating as they were a bit dated and almost out of keeping with the fantastic quality of themed decoration on other rides.,,yes,
520380831,facilities,positive,clean and available toilets,Toilets were clean and around every corner as was water dispensers.,,yes,
520380831,retail,negative,expensive clothing merchandise,goods clothing seemed expensive,,yes,
520380831,retail,neutral,reasonably priced souvenirs,key rings sweets and pencils were all ok,,yes,
520380831,food/beverage,negative,calorific fast food,everything is calorific fast food,,yes,
520380831,food/beverage,negative,expensive food choice,everything is calorific fast food and is all very expensive for what it is but you don't have much choice once on the site,,yes,
520380831,food/beverage,negative,overpriced hot dog meals,we paid   40 for four hot dog meals!!!!!!,,yes,
520380831,recommendation,negative,do not visit two parks,Don't recommend you try and do two parks in one day,,yes,
520380831,recommendation,negative,one park plenty to offer,Parc Disneyland has so much to offer you can't possibly squeeze in anything else if it's your first visit.,,yes,
520380831,staff,positive,fantastic first aid staff,the staff were fantastic,,yes,
520380831,facilities,positive,impressive first aid facilities,"very impressed with the facilities, their English and their standards.",,yes,
122847907,navigation,positive,crowd management effective,Crowds managed well given we went on very busy days and park was at capacity.,,,
122847907,attractions,positive,good fast pass system,Fast pass system was good.,,,
240653908,attractions,neutral,visiting ghost house,visiting the    ghost house    in Disneyland during Halloween,family,Yes,Halloween
240653908,timing,neutral,halloween visit,during Halloween,family,Yes,Halloween
240653908,entry/admission,neutral,night ticket purchase,We bought the night ticket,family,Yes,Halloween
240653908,entry/admission,neutral,entered at 7pm,entered Disneyland at 7p.m.,family,Yes,Halloween
240653908,attractions,negative,ghost house queue time,We waited for around half an hour to visit each ghost house.,family,Yes,Halloween
240653908,attractions,neutral,not terrifying ghost house,The ghost house is not very terrifying,family,Yes,Halloween
240653908,entertainment,neutral,night parade advertisement,The night parade is exactly like its television advertisement.,family,Yes,Halloween
240653908,entertainment,positive,children excited parade,The children were excited,family,Yes,Halloween
240653908,entertainment,negative,parade less attractive adults,but it is not that attractive to adults.,family,Yes,Halloween
240653908,entertainment,positive,amazing castle firework,Firework at the castle was amazing,family,Yes,Halloween
240653908,entertainment,neutral,firework show timing,it starts at 21:00 every night,family,Yes,Halloween
240653908,atmosphere,positive,wonderful memory creation,The music and firework cooperate to create a wonderful memory for visitors.,family,Yes,Halloween
325560950,attractions,neutral,acceptable ride queues,Lineups weren't too aweful.,,,
325560950,attractions,negative,ride breakdown frequency,We had to try splash mtn 3 times to ride it once because it kept breaking down.,,,
325560950,staff,positive,appropriate compensation offered,We were compensated with 2 fast passes.,,,
325560950,attractions,positive,enjoyable ride experiences,"Indiana Jones, Pirates of the Carribean, Splash Mtn and Thunder Mtn. our faves.",,,
241147715,timing,positive,better weekday visit,"Friday was great , little queues",family,Unknown,weekend
241147715,attractions,negative,long ride queue times,3 hrs to get on some things,family,Unknown,weekend
241147715,attractions,negative,weekend crowding impact,too many locals coming in at the weekend,family,Unknown,weekend
2158032,atmosphere,positive,embraces inner child experience,It truly does bring out your inner child.,family,No,
2158032,staff,positive,pleased with staffing,I'm alway's so pleased with the growth of the park and the staffing.,family,No,
2158032,comparison,positive,superior to other parks,none of them can hold a candle to Disneyland,family,No,
2158032,recommendation,positive,general Disneyland recommendation,I recommend Disneyland to all both children and adults alike!,family,No,
524616715,comparison,positive,held up to Disneyworld,My family had all been to Disney world in Orlando and this certainly my held up.,family,Unknown,
524616715,navigation,positive,arcades for castle access,Top tips Went trying to get from the gate to the castle hub use the arcades either side of Main Street they car covered if it's rainy and much quieter if you are just looking to head to the rides.,family,Unknown,
524616715,attractions,neutral,Big thunder mountain fastpass,Big thunder mountain fast pass is one of the first to run out most days so grab that first.,family,Unknown,
524616715,characters,positive,entertaining meet and greet queue,Waiting to meet Micky in his meet and greet in fantasy land isn't as bad as it look because although the wait rarely drops below 40 min. All the queuing is in front of a cinema screen showing cartoon which kept the kids entertained.,family,Unknown,
524616715,food/beverage,positive,cafe hyperion large space,If your with small kids eat at cafe hyperion in discovery land it's is very large which means there is always space to spread out.,family,Unknown,
524616715,food/beverage,positive,restful cafe quick service,The food here was consistently good and they show Star Wars rebels cartoon all in all the most restful quick service in the park.,family,Unknown,
524616715,attractions,positive,explore adventure isle,Take the time to explore adventure isle!,family,Unknown,
205602027,characters,positive,enjoyable princess meet-and-greet,Loved meeting all the Disney princesses,,,
205602027,entertainment,positive,enjoyable beauty and beast,watching beauty and the beast!,,,
205602027,retail,positive,enjoyable gift store shopping,shopping at the gift stores!,,,
205602027,entertainment,positive,awesome parade viewing,watching the most awesome parade,,,
205602027,food/beverage,positive,enjoyable yummy treats,lots of yummy treats!,,,
170184721,attractions,positive,varied attractions for all,"Attractions, rides, and shops inside a magnificent park",,,
170184721,staff,positive,wonderful staff interactions,with a wonderful staff,,,
240382495,attractions,negative,lengthy ride queues,Long queues :(,family,,
624898707,food/beverage,negative,changed full board package,Absolutely shocked to find spin arrival that they have changed the full board package!,family,Unknown,
624898707,food/beverage,negative,breakfast now in park,It means you have to drag hungry children into the park to the fast food joint where they can have a juice and a croissant!,family,Unknown,
624898707,food/beverage,negative,unsuitable children's breakfast,As if my three or 7 year old would eat that.,family,Unknown,
624898707,food/beverage,negative,poor value for money,You pay thousands of pounds to come to what they say is a four star hotel to not even get a breakfast!,family,Unknown,
624898707,food/beverage,negative,hotel breakfast requires payment,"I can eat in the hotel mind you, if I pay for it!!!!",family,Unknown,
624898707,food/beverage,negative,reduced dining choice,"Two years ago we got more choice of restaurants with the full board, an afternoon snack and coffee. Now literally nothing.",family,Unknown,
624898707,staff,negative,rude hotel manager,Oh and to add your manager in hotel New York. Rude!!,family,Unknown,
624898707,staff,negative,insensitive staff response,Being told the fast food breakfast is a gift from Disney so I shouldn   t be complaining!,family,Unknown,
614659390,staff,positive,"friendly, helpful cast members","Friendly, helpful Cast Members",,no,
614659390,cleanliness,positive,clean park environment,clean parks,,no,
614659390,atmosphere,positive,beautiful sunny weather,we even had beautiful sunny weather,,no,
614659390,facilities,negative,smoking outside designated areas,still a few smokers who can't seem to go to the designated smoking areas,,no,
614659390,navigation,negative,shuttle bus crowding,a bit of pushing & shoving getting on the shuttle busses,,no,
614659390,food/beverage,negative,pricey food and drinks,still a bit pricey to eat   drink in the parks,,no,
211604363,entry/admission,neutral,voucher ticket purchase location,bought a voucher entry ticket from a supermarket in town,,,
211604363,entry/admission,positive,easy ticket redemption kiosk,redeem our actual entry ticket on one of the self service kiosk out the front which was easy,,,
211604363,food/beverage,neutral,restaurant reasonable pricing,restaurant which all seems to be reasonably priced for a theme park,,,
211604363,entertainment,neutral,parade and fireworks times,parade starts at 3.30pm and fireworks at 8pm,,,
211604363,entertainment,positive,convenient parade viewing location,stationed outside the restaurant and watched the parade,,,
211604363,attractions,neutral,rides closing for fireworks,most rides are closing off,,,
211604363,timing,positive,afternoon arrival time,arrived around 2pm gave us plenty of time to enjoy most rides,,,
211604363,navigation,positive,beat train crowding,head back to the train to beat the crowd which I'd recommended,,,
211604363,recommendation,neutral,train crowding recommendation,beat the crowd which I'd recommended,,,
211604363,timing,positive,afternoon visit timing recommendation,arriving in the afternoon at least they'd have morning to rest up,,,
334258516,comparison,neutral,smaller park than Anaheim,the HK park wasn't as small as I expected,,,
334258516,comparison,negative,fewer rides than Anaheim,There are definitely not a lot of rides compared to Anaheim and Orlando,,,
334258516,food/beverage,negative,expensive food pricing,Some of the food is pretty expensive for what it is,,,
334258516,food/beverage,negative,unnecessary drink inclusion,I wish there was an option to not get a drink with the meal at a lower cost since you're able to bring your own drinks into the park,,,
334258516,navigation,positive,less crowded than US,The park is not terribly crowded compared to the U.S. parks and Tokyo parks,,,
334258516,attractions,positive,avoid ride queues early,"if you go early, you can avoid having to wait in line for the rides at all",,,
334258516,characters,negative,slower character meet queues,The lines to take pictures with the characters though are so much slower than in the U.S.,,,
334258516,characters,positive,extended character interaction,the characters spend a lot more time interacting with you,,,
334258516,staff,negative,inefficient cast member movement,the cast members don't really move you through efficiently like in the U.S.,,,
334258516,characters,negative,excessive photo taking delays,this makes it painfully slow for people in line,,,
334258516,retail,positive,unique merchandise selection,The merchandise is also good   mostly different than what they sell in the U.S.,,,
334258516,retail,negative,expensive merchandise pricing,still just as expensive as what you would pay in the U.S. though,,,
334258516,entry/admission,negative,USD transaction fee,they tack on a  fee  to the exchange rate,,,
334258516,recommendation,neutral,credit card recommendation,I would recommend saying HKD if you have a credit card with no foreign transaction fees,,,
334258516,retail,neutral,airport disney store availability,there's a Disney Store at the HK airport that sells almost the same things that they sell in the park if you don't have a chance to visit,,,
335831353,food/beverage,negative,excessive food pricing,the prices of everything are so high,family,,holiday
335831353,retail,negative,excessive merchandise pricing,the prices of everything are so high,family,,holiday
335831353,entry/admission,negative,high entry cost concern,I have to wonder how families do it,family,,holiday
335831353,navigation,negative,holiday crowds impacting experience,Add in the holiday crowds and you are lucky if you get more than 4 rides in during a long day,family,,holiday
335831353,attractions,negative,limited rides per day,lucky if you get more than 4 rides in during a long day,family,,holiday
419624135,atmosphere,positive,festive holiday park decorations,Disneyland is all decked out for Halloween and Christmas,,,Halloween and Christmas
419624135,attractions,negative,underwhelming ride experience,The haunted mansion can be missed,,,Halloween and Christmas
611283739,atmosphere,positive,"magical, happiest place","Disneyland is the most magical place, it truly is the happiest place on earth.",,,
611283739,general,positive,value justifies cost,you get what you pay for,,,
611283739,general,positive,worth every penny,it   s worth every penny,,,
126489829,retail,negative,overly materialistic experience,Materialistic,,,
126489829,atmosphere,negative,cliche park experience,just cliche,,,
126489829,navigation,negative,extremely crowded conditions,SO crowded,,,
128073126,navigation,negative,crowded spring season visit,"We went at peak Spring season, so it was crowded!",,,Spring season
128073126,entertainment,positive,nightly fireworks show,had fireworks every night,,,Spring season
128073126,attractions,positive,decreased ride wait time,wait time drops from 60 to 45!!,,,Spring season
128073126,attractions,neutral,fastpass planning important,"Fast passes are good, but if you don't plan right, it could be a disapointment.",,,Spring season
128073126,attractions,negative,fastpass queue frustrations,Fast Passes stink when you've been waiting in line for a long time and they get a lot of FastPass people come in at the same time.,,,Spring season
128073126,food/beverage,negative,excessive food pricing,Food is very expensive there,,,Spring season
128073126,food/beverage,positive,outside food allowed,bring your own food.,,,Spring season
117197888,attractions,negative,repeated height measurement issues,"My grandson was repeatedly measured by employees for rides, sometimes 3 times or more.",family,,
117197888,attractions,negative,boarding denial after approval,On three different occasions he was thrown off just as we got to the boarding area after passing at the first entrance.,family,,
117197888,staff,negative,unhelpful guest services excuses,When we complained to Guest Services we got a lot of excuses,family,,
117197888,staff,negative,rude sarcastic staff member,one rude clerk sarcastically told my daughter that she was welcome to follow around maintenance while they checked the measuring devices.,family,,
117197888,attractions,negative,child swap policy failure,"At one ride we were told we could do a child swap, yet when my husband's turn came one young lady (employee) started lecturing us about line jumping.",family,,
117197888,staff,negative,perceived staff burnout,We left with the overall feeling that there are a lot of burned out people working at Disneyland now.,family,,
135801739,atmosphere,positive,impressive park setup,Pretty cool how it's all set up.,,,
135801739,entertainment,positive,awesome parade experience,Awesome parade that goes through the town.,,,
135801739,attractions,negative,ride closure disappointment,When we were there some rides were closed for technique problems which wasn't good,,,
135801739,attractions,negative,increased ride queue sizes,made the lines for the other rides bigger,,,
135801739,recommendation,positive,recommendation for kids,Would be really good for kids,,,
135801739,food/beverage,negative,excessive food pricing,just the prices of food and drinks are very steep,,,
275614759,comparison,neutral,castle size comparison,The castle in the California one is smaller in comparison,,No,
275614759,attractions,positive,variety of rides,Plenty of different rides for all ages.,,No,
275614759,recommendation,neutral,two days recommended,"If you want to enjoy the two parks thoroughly, I think it's best to be here for two days; one for each park.",,No,
275614759,comparison,negative,food theming inferior,Another thing I was able to compare was the food theming seems a bit better at the other parks I had previously been to.,,No,
275614759,food/beverage,neutral,limited food options,Only saw a mickey pretzel.,,No,
275614759,retail,positive,satisfactory merchandise quality,The merchandise was good.,,No,
275614759,attractions,positive,reasonable ride queues,Queues weren't too bad and we managed to go on most of the rides.,,No,
275614759,attractions,negative,matterhorn ride closed,Only the Matterhorn ride was closed.,,No,
275614759,pre-visit,positive,easy bus arrangement,It was easy to arrange and they call you to confirm your booking the day prior to make sure you are still going.,,No,
156186651,pre-visit,positive,effective guidebook planning,"I purchased the Unofficial Guide to Disneyland book a few weeks before we arrived, selected which of the step by step tour itineraries the book has, cut it out and took it with us the day we went to Disneyland Park.",family,Unknown,Spring Break
156186651,attractions,positive,reduced ride queue times,the longest line we stood in was maybe 20 minutes.,family,Unknown,Spring Break
156186651,attractions,positive,minimal wait ride re-visits,We passed rides we had been on earlier in the day with a 5 minute wait then which later had people standing in line for 75 90 minutes!!,family,Unknown,Spring Break
156186651,navigation,positive,successful crowd avoidance,We've been ahead of the crowds all morning!,family,Unknown,Spring Break
156186651,recommendation,positive,strong guidebook recommendation,Do yourself a favor and buy the book and follow it exactly.,family,Unknown,Spring Break
156186651,timing,positive,early arrival benefit,would you rather get up early and have short lines or sleep in and stand in line for 90 minutes for a 3 minute ride?,family,Unknown,Spring Break
659537079,atmosphere,positive,happiest place on earth,Its the happiest place on earth!,,,Christmas
659537079,atmosphere,positive,always magical experience,it was always a magical experience,,,Christmas
659537079,navigation,negative,difficult crowd navigation,it was difficult to get around the crowds with a stroller,,,Christmas
659537079,food/beverage,negative,expensive food costs,food is on the expensive side,,,Christmas
659537079,atmosphere,positive,amazing overall experience,it was an amazing experience.,,,Christmas
235269350,attractions,positive,immersive cars land experience,The new cars land is so much like the movie.,,,
235269350,atmosphere,positive,magical radiator springs atmosphere,Seeing Radiator Springs in all it's glory was a magical experience.,,,
132004247,attractions,positive,enjoyable repeat ride experiences,He just loves going on the same rides over and over again.,,,every other month
132004247,attractions,positive,discovering new ride details,"Each time, though, I travel through Pirates, or the Haunted Mansion I see something I haven't noticed before.",,,every other month
473391251,entry/admission,neutral,early arrival recommended,be there early!,,,morning
473391251,pre-visit,neutral,book tickets online,Book ticket online to avoid the rush there !!,,,morning
473391251,attractions,neutral,20min per ride queue,Usual rush of 20mins per ride,,,morning
473391251,attractions,positive,recommend jungle river,I would prefer going to the jungle river,,,morning
218300238,attractions,negative,frequent ride breakdowns,My biggest concern were the number of rides that went down in the two days we were there.,,,
218300238,attractions,negative,extended ride downtime,Some for less than an hour and others for over an hour.,,,
218300238,comparison,positive,Knott's Berry ride reliability,Knott's Berry Farm didn't have these problems during the two days we were there.,,,
526731683,pre-visit,positive,purchase ponchos online savings,Buy online before you go and save yourself a tenner a head,family,,
526731683,navigation,neutral,walking requires comfortable shoes,"You'll be doing a lot of walking, much of it in the rain so take a second pair of shoes or resign yourself to wet feet!",family,,
526731683,food/beverage,negative,expensive park food queues,Food in the parks is expensive and the queues are long.,family,,
526731683,food/beverage,positive,bringing snacks is helpful,"Taking along fruit, biscuits, raisins, water is a lifesaver for the kids",family,,
526731683,facilities,neutral,rucksack for essential items,"For snacks, water, ponchos, and randomly m stuff you end up buying!",family,,
526731683,food/beverage,positive,hotel meal packages recommended,"Book a package including meals and you won't be disappointed, the food in the hotels is stunning!",family,,
526731683,food/beverage,positive,hotel dining cost-effective,"This is also by far the most cost effective way to eat, as paying separately when you get there is insanely expensive.",family,,
526731683,food/beverage,negative,limited breakfast menu,"Vouchers entitle you to breakfast in the park with a very limited menu, no fry ups I am afraid!",family,,
526731683,pre-visit,positive,book meals in advance,"Book all your meals before you go, I know this sounds odd but you just won't get a table if you wait until ou get there.",family,,
526731683,timing,positive,magic hours benefit,"Another benefit to Disney hotels, get access to the park 2 hours before everyone else, which is priceless if you have young children.",family,,
526731683,entertainment,positive,meal voucher show upgrade,"Use your meal vouchers to upgrade to the Wild West show, which then becomes excellent value and a very entertaining event for the whole family.",family,,
526731683,characters,positive,meal voucher character breakfast,Also can do the same for the character breakfast.,family,,
526731683,attractions,neutral,plan rides during magic,"You will be surprised how few rides you end up going on, so plan what you want to do and go to those during magic hours.",family,,
526731683,attractions,positive,fast pass reduces wait,Fast pass gives you priority access to cut down waiting times.,family,,
526731683,attractions,neutral,fast pass usage timing,Remember that you can only hold one at any time so use early in the day.,family,,
526731683,characters,positive,fabulous buffet character breakfast,A fabulous buffet breakfast and an easy way for your kids to meet some characters.,family,,
526731683,characters,positive,upgrade character breakfast voucher,Use your meal vouchers to upgrade cheaply.,family,,
526731683,characters,negative,long character photo queues,"Unless you want to spend your day queuing in the rain, don't bother. Will suck up your time and your enthusiasm.",family,,
526731683,retail,neutral,disney spending mindset,"Suspend you understanding of the value of money, Disney have.",family,,
526731683,retail,neutral,creating family memories cost,Just go with it and remember you are making memories for your family. Then come home and sell an organ to pay your credit card bill!,family,,
169832048,navigation,negative,small park crowding,Hong Kong Disney is very small and crowded.,,,summer
169832048,food/beverage,negative,excessive food pricing,Food and drinks terribly expensive.,,,summer
169832048,facilities,negative,limited seating areas,Few seating areas.,,,summer
169832048,timing,negative,summer visit heat,Can be extremely hot during summer.,,,summer
243510195,comparison,neutral,comparing different Disney parks,People of ten ask about comparing the different parks. For me that is pointless.,,No,Christmas
243510195,navigation,positive,convenient European park location,"So for us European's Paris is so convenient, but visitors are also little over 30 minutes away from Paris itself, one of the worlds greatest cities.",,No,Christmas
243510195,entertainment,negative,parade disappointment due changes,"Unfortunately it wasn't quite as good as last year, the day time parade and evening parade were not running, just replaced by the Christmas Cavalcade running three times per day. That's a shame",,No,Christmas
243510195,timing,positive,better weekday visit experience,"When visiting, do try if you can and stick to weekdays.",,No,Christmas
243510195,attractions,negative,long wait times Saturday,Most attractions had wait times of between one and two hours,,No,Christmas
243510195,navigation,negative,difficult park navigation,the crowds were so big that just navigating the park was a challenge!,,No,Christmas
243510195,atmosphere,positive,beautiful Disney park,this is most beautiful Disney park of all. Simply stunning.,,No,Christmas
243510195,atmosphere,positive,intimate park size,the size of park being a little smaller than Magic Kingdom makes it more intimate and easy to appreciate it all.,,No,Christmas
243510195,entertainment,positive,wonderful Christmas show,It really is wonderful and you cannot miss it.,,No,Christmas
243510195,entertainment,positive,Christmas Cavalcade spirited,"That said, it is full of Christmas spirit and the characters play their roles really well.",,No,Christmas
243510195,characters,positive,variety character options,there seems much more variety in Paris than Florida.,,No,Christmas
243510195,attractions,negative,Big Thunder Mountain breakdown,Big Thunder Mountain:Broek down for a time on Thursday but thankfully was working again on Friday.,,No,Christmas
243510195,attractions,positive,enjoyable Big Thunder Mountain,One of our real favourites and seems longer and more exciting than its big sister in WDW.,,No,Christmas
243510195,attractions,neutral,Buzz Lightyear always good,Buzz Lightyear:Always good fun and this time was no exception.,,No,Christmas
243510195,attractions,negative,Buzz Lightyear feels dated,"That said, now Toy Story Mania in WDW is so good, it makes this feel a little dated.",,No,Christmas
243510195,atmosphere,positive,beautiful arcade addition,This is just beautiful and we commented what a nice addition it is to the style of Main St. Lovely.,,No,Christmas
243510195,attractions,positive,relaxing train ride,Such a nice and relaxing way to get around the park.,,No,Christmas
243510195,attractions,positive,detailed It's a Small World,Another attraction that seems more detailed and slightly better than WDW.,,No,Christmas
243510195,attractions,positive,manageable It's a Small World queue,"Added bonus that even on busy days, queueing isn't too bad.",,No,Christmas
243510195,attractions,positive,better Phantom Manor,"The Paris version of Haunted Mansion and again, in our opinion a better attraction than WDW.",,No,Christmas
243510195,attractions,positive,excellent Pirates attraction,"This is possibly the best attraction in the park, longer than WDW and with a couple of drops as you boat moves through the attraction.",,No,Christmas
243510195,attractions,positive,short Pirates ride queue,We were lucky as only a 10 minute wait on Friday.,,No,Christmas
243510195,attractions,negative,long Pirates ride queue,By Saturday is was 90 minutes!,,No,Christmas
243510195,atmosphere,positive,wonderful convenient atmosphere,A wonderful place with great atmosphere and so very convenient as well.,,No,Christmas
243510195,recommendation,positive,will return,We WILL return!,,No,Christmas
164659400,atmosphere,positive,wonderful kingdom experience,The place is wonderful... A kingdom for kids and young adult.,,,weekend
164659400,navigation,negative,avoid weekend crowding,You should avoid weekend since it is over crowded.,,,weekend
164659400,entertainment,positive,enjoyable Disney road show,"The Disney show on the road, at 13h 15h30 pm, twice a day.",,,weekend
164659400,entertainment,positive,entertaining street dancing,"dancing in the street, connected together walking around the park. It is so funny.",,,weekend
164659400,food/beverage,negative,restricted outside food,You have to buy food inside the park since because you can't bring them from outside.,,,weekend
164659400,atmosphere,positive,childhood memory evoked,I seem to back my childhood when it was here.,,,weekend
29223189,pre-visit,negative,worried about smaller size,I was really worried that we would not have a good time as I heard this was smaller than Disneyland in the USA,family,No,April 22nd
29223189,navigation,positive,easy disney line transfer,"From the moment was arrived at Sunny Bay station to transfer to the Disney line you could see the theming staff in unform, disney colours and the disney train with mouse ear windows and statues of characters inside.",family,No,April 22nd
29223189,atmosphere,positive,immersive theming details,"theming staff in unform, disney colours and the disney train with mouse ear windows and statues of characters inside",family,No,April 22nd
29223189,entry/admission,positive,impressive entry plaza,The entry plaza and water feature were great !,family,No,April 22nd
29223189,attractions,positive,teenager enjoyed repeat rides,but we ride space mountain 6 times and the Buzz lightyear ride 5 times and still missed many rides.,family,No,April 22nd
29223189,food/beverage,positive,affordable food costs,The food was less expensive than we thought,family,No,April 22nd
29223189,attractions,positive,shorter ride queues,the queues were a lot shorter also,family,No,April 22nd
29223189,entertainment,positive,high quality lion king,The Lion King show was almost a feature theatre performance in its own right !,family,No,April 22nd
29223189,staff,positive,variable jungle cruise guides,Some staff are better than others the first time we did the jungle cruise the guide was hilarious but the second time the girl we got was simply reading a script,family,No,April 22nd
